name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Malinda Hemby,1900-01-01,1542,92132,2010-04-27,1758.0,1529.0,122,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2012-05-03,1395.0,1116.0,40,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2012-02-24,1283.0,1116.0,40,San Diego,San Diego County,CA,high risk
Haywood Weidenbach,1900-01-01,923,92162,2011-07-08,1621.0,1297.0,122,San Diego,San Diego County,CA,high risk
Luetta Lineman,1974-08-01,1480,92120,2010-08-13,1969.0,1790.0,48,San Diego,San Diego County,CA,high risk
Sharda Weld,1989-12-01,2086,92133,2012-08-04,2792.0,2234.0,33,San Diego,San Diego County,CA,high risk
Shera Caruthers,1986-03-15,2115,92163,2012-09-17,1949.0,1695.0,36,San Diego,San Diego County,CA,high risk
Carey Rhines,1900-01-01,295,92102,2010-04-04,0.0,1771.0,122,San Diego,San Diego County,CA,high risk
Enid Couch,1984-07-03,704,92168,2011-01-10,2032.0,1626.0,38,San Diego,San Diego County,CA,high risk
Kali Gorecki,1958-06-16,1185,92149,2012-02-28,1307.0,1137.0,64,San Diego,San Diego County,CA,high risk
Giuseppe Rodriquez,1985-04-06,862,92124,2012-04-15,2285.0,2078.0,37,San Diego,San Diego County,CA,high risk
Georgette Helmers,1953-09-05,833,92112,2012-09-06,2161.0,1729.0,69,San Diego,San Diego County,CA,high risk
Cristobal Tygart,1900-01-01,457,92176,2010-10-11,1069.0,972.0,122,San Diego,San Diego County,CA,high risk
Iesha Gaskamp,1900-01-01,967,92164,2012-04-10,1629.0,1481.0,122,San Diego,San Diego County,CA,high risk
Alfonzo Pilger,1900-01-01,45,92170,2010-02-26,1473.0,1281.0,122,San Diego,San Diego County,CA,high risk
Samuel Behrens,1900-01-01,2041,92179,2011-04-10,1991.0,1810.0,122,San Diego,San Diego County,CA,high risk
Assunta Hebel,1989-11-24,157,92105,2011-10-02,1550.0,1240.0,33,San Diego,San Diego County,CA,high risk
Beau Villanova,1998-06-22,186,92167,2011-09-14,1752.0,1593.0,24,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2010-08-12,1505.0,1369.0,122,San Diego,San Diego County,CA,high risk
Kiara Brathwaite,1982-04-07,1249,92121,2011-08-13,1558.0,1417.0,40,San Diego,San Diego County,CA,high risk
Sona Saidi,1988-12-16,2153,92194,2010-06-09,1684.0,1531.0,34,San Diego,San Diego County,CA,high risk
Lizzette Krajewski,2006-12-18,1436,92147,2012-01-20,2225.0,1935.0,16,San Diego,San Diego County,CA,high risk
Polly Eaker,1972-11-12,1891,92165,2012-02-13,1501.0,1365.0,50,San Diego,San Diego County,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,2012-02-14,1382.0,1257.0,53,San Diego,San Diego County,CA,high risk
Abbey Kluth,1900-01-01,2,92198,2012-06-09,1780.0,1619.0,122,San Diego,San Diego County,CA,high risk
Risa Gallaway,1900-01-01,1951,92174,2011-11-23,2488.0,2164.0,122,San Diego,San Diego County,CA,high risk
Shila Winn,2008-04-27,2133,92120,2011-07-12,1523.0,1385.0,14,San Diego,San Diego County,CA,high risk
Jina Ling,1984-10-25,1116,92108,2011-09-10,1914.0,1740.0,38,San Diego,San Diego County,CA,high risk
Alex Earle,2001-11-02,43,92149,2012-06-13,1639.0,1490.0,21,San Diego,San Diego County,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,2010-06-29,1431.0,1245.0,122,San Diego,San Diego County,CA,high risk
Agnus Hemmings,1961-09-06,20,92187,2010-06-07,1805.0,1444.0,61,San Diego,San Diego County,CA,high risk
Luvenia Maclaren,1900-01-01,1491,92186,2010-03-15,1667.0,1516.0,122,San Diego,San Diego County,CA,high risk
Fidel Harrelson,1986-05-28,773,92170,2010-11-21,2021.0,1758.0,36,San Diego,San Diego County,CA,high risk
Bruna Spada,2006-05-06,251,92116,2012-02-01,0.0,1285.0,16,San Diego,San Diego County,CA,high risk
Oda Kogan,1900-01-01,1828,92187,2012-05-10,1887.0,1716.0,122,San Diego,San Diego County,CA,high risk
Soo Goshorn,1900-01-01,2161,92109,2012-02-18,2266.0,1971.0,122,San Diego,San Diego County,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,2011-04-13,1900.0,1728.0,122,San Diego,San Diego County,CA,high risk
Rina Ennals,1981-04-27,1948,92124,2010-11-10,1475.0,1341.0,41,San Diego,San Diego County,CA,high risk
Otha Overlock,1985-12-18,1848,92104,2012-02-25,1489.0,1295.0,37,San Diego,San Diego County,CA,high risk
Jene Aguiar,1900-01-01,1087,92135,2012-01-09,1156.0,1051.0,122,San Diego,San Diego County,CA,high risk
Aida Kittel,1972-11-03,26,92113,2011-03-14,875.0,796.0,50,San Diego,San Diego County,CA,high risk
Mae Sarvis,1900-01-01,1518,92176,2011-09-25,1783.0,1551.0,122,San Diego,San Diego County,CA,high risk
Hsiu Carberry,1961-10-26,957,92139,2010-09-10,1532.0,1393.0,61,San Diego,San Diego County,CA,high risk
Assunta Hebel,1989-11-24,157,92105,2012-05-24,1426.0,1240.0,33,San Diego,San Diego County,CA,high risk
Sudie Galante,1957-05-08,2183,92105,2011-08-11,1328.0,1208.0,65,San Diego,San Diego County,CA,high risk
Bernetta Baeza,1978-11-16,197,92155,2011-04-15,1615.0,1469.0,44,San Diego,San Diego County,CA,high risk
Mariette Frink,1900-01-01,1587,92116,2011-02-10,2126.0,1933.0,122,San Diego,San Diego County,CA,high risk
Kimberely Stlouis,1900-01-01,1254,92136,2012-06-10,1543.0,1403.0,122,San Diego,San Diego County,CA,high risk
Sadie Wallis,1900-01-01,2031,92132,2011-12-01,2098.0,1825.0,122,San Diego,San Diego County,CA,high risk
Carmella Buchanan,1996-12-09,312,92115,2011-05-31,1566.0,1362.0,26,San Diego,San Diego County,CA,high risk
Delfina Snider,1900-01-01,538,92195,2011-04-16,1710.0,1555.0,122,San Diego,San Diego County,CA,high risk
Tomika Sylvestre,1968-09-20,2290,92133,2011-12-02,1853.0,1483.0,54,San Diego,San Diego County,CA,high risk
Haywood Weidenbach,1900-01-01,923,92162,2010-03-25,1491.0,1297.0,122,San Diego,San Diego County,CA,high risk
Larae Netherland,1900-01-01,1323,92155,2012-10-04,1125.0,900.0,122,San Diego,San Diego County,CA,high risk
Noreen Kerschner,1975-02-20,1812,92139,2012-06-21,1591.0,1384.0,47,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2012-09-02,1255.0,1004.0,122,San Diego,San Diego County,CA,high risk
Jacinto Calcote,2017-06-11,999,92161,2010-05-04,2243.0,1795.0,5,San Diego,San Diego County,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,2010-05-08,2193.0,1755.0,63,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,2011-11-23,1444.0,1256.0,122,San Diego,San Diego County,CA,high risk
Armando Bilger,1900-01-01,149,92121,2011-11-10,1777.0,1616.0,122,San Diego,San Diego County,CA,high risk
Burton Hyden,1972-04-28,268,92132,2010-09-09,856.0,779.0,50,San Diego,San Diego County,CA,high risk
Larae Balcom,1900-01-01,1320,92153,2011-11-14,1816.0,1651.0,122,San Diego,San Diego County,CA,high risk
Mirella Cardinal,1900-01-01,1713,92194,2010-08-11,1720.0,1564.0,122,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2012-07-06,1255.0,1004.0,122,San Diego,San Diego County,CA,high risk
Sonny Hayslip,1982-08-26,2160,92168,2012-02-11,1684.0,1531.0,40,San Diego,San Diego County,CA,high risk
Vincenzo Allsup,2001-03-06,2386,92196,2011-06-30,1202.0,1046.0,21,San Diego,San Diego County,CA,high risk
Blair Schroder,1973-08-01,217,92107,2012-09-10,1475.0,1341.0,49,San Diego,San Diego County,CA,high risk
Grayce Venuti,1900-01-01,880,92152,2012-09-02,0.0,1856.0,122,San Diego,San Diego County,CA,high risk
Annamaria Weatherholt,1900-01-01,111,92135,2011-06-10,1526.0,1388.0,122,San Diego,San Diego County,CA,high risk
Stella Despain,1900-01-01,2176,92153,2011-06-09,1282.0,1166.0,122,San Diego,San Diego County,CA,high risk
Sharda Weld,1989-12-01,2086,92133,2011-10-11,2792.0,2234.0,33,San Diego,San Diego County,CA,high risk
Dannie Hallam,1900-01-01,490,92167,2012-06-18,1996.0,1736.0,122,San Diego,San Diego County,CA,high risk
Leif Ogburn,1968-04-23,1372,92139,2010-02-01,0.0,928.0,54,San Diego,San Diego County,CA,high risk
Annamae Slayton,1900-01-01,110,92174,2010-03-11,1370.0,1246.0,122,San Diego,San Diego County,CA,high risk
Carolyn Witmer,1965-10-04,329,92120,2012-04-09,1794.0,1631.0,57,San Diego,San Diego County,CA,high risk
Nydia Telesco,1900-01-01,1823,92109,2011-04-12,1617.0,1470.0,122,San Diego,San Diego County,CA,high risk
Wendell Blackmer,1977-06-14,2417,92164,2011-05-03,0.0,1688.0,45,San Diego,San Diego County,CA,high risk
Mae Sarvis,1900-01-01,1518,92176,2012-01-10,1706.0,1551.0,122,San Diego,San Diego County,CA,high risk
Romana Buscher,1973-04-27,1961,92139,2012-07-19,672.0,585.0,49,San Diego,San Diego County,CA,high risk
Jesse Doonan,1980-02-07,1108,92170,2012-03-15,1949.0,1772.0,42,San Diego,San Diego County,CA,high risk
Devin Roden,1900-01-01,573,92145,2012-09-09,1487.0,1352.0,122,San Diego,San Diego County,CA,high risk
Fidel Harrelson,1986-05-28,773,92170,2012-07-09,1933.0,1758.0,36,San Diego,San Diego County,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,2012-02-09,1866.0,1697.0,36,San Diego,San Diego County,CA,high risk
Karmen Kuhlman,1900-01-01,1197,92176,2010-12-15,1632.0,1484.0,122,San Diego,San Diego County,CA,high risk
Kyoko Khalil,1900-01-01,1301,92136,2012-04-01,0.0,1820.0,122,San Diego,San Diego County,CA,high risk
Rudolf Woodell,1900-01-01,2006,92104,2011-05-13,1630.0,1482.0,122,San Diego,San Diego County,CA,high risk
Carmella Buchanan,1996-12-09,312,92115,2010-03-12,1498.0,1362.0,26,San Diego,San Diego County,CA,high risk
Polly Eaker,1972-11-12,1891,92165,2010-11-11,1706.0,1365.0,50,San Diego,San Diego County,CA,high risk
Lelah Capshaw,1986-03-28,1379,92169,2012-01-11,2333.0,2121.0,36,San Diego,San Diego County,CA,high risk
Elidia Despain,1960-02-08,658,92124,2012-07-16,2137.0,1943.0,62,San Diego,San Diego County,CA,high risk
Harriette Hackett,1900-01-01,919,92130,2010-06-14,1969.0,1790.0,122,San Diego,San Diego County,CA,high risk
Macy Lenderman,1972-11-22,1510,92167,2010-07-16,1668.0,1517.0,50,San Diego,San Diego County,CA,high risk
Kacey Varnado,1900-01-01,1179,92175,2010-09-17,1762.0,1533.0,122,San Diego,San Diego County,CA,high risk
Walter Squillace,1900-01-01,2402,92112,2011-02-15,1689.0,1536.0,122,San Diego,San Diego County,CA,high risk
Yun Guimond,1900-01-01,2462,92160,2011-12-01,0.0,1461.0,122,San Diego,San Diego County,CA,high risk
Lizzette Blowers,1985-03-23,1435,92162,2012-08-05,2158.0,1727.0,37,San Diego,San Diego County,CA,high risk
Lore Baird,1900-01-01,1447,92167,2010-05-01,0.0,1220.0,122,San Diego,San Diego County,CA,high risk
Hertha Rentas,1900-01-01,938,92126,2010-04-09,1524.0,1386.0,122,San Diego,San Diego County,CA,high risk
Jeana Pace,1969-04-05,1076,92191,2011-03-09,1571.0,1429.0,53,San Diego,San Diego County,CA,high risk
Leandra Anstine,1900-01-01,1358,92171,2010-02-11,1714.0,1559.0,122,San Diego,San Diego County,CA,high risk
Leonor Paquin,1900-01-01,1399,92152,2011-12-01,0.0,1798.0,122,San Diego,San Diego County,CA,high risk
Lorina Krehbiel,1984-10-23,1452,92165,2010-04-14,1624.0,1477.0,38,San Diego,San Diego County,CA,high risk
Jarvis Auman,1900-01-01,1056,92177,2011-04-09,2153.0,1723.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2010-09-23,1566.0,1362.0,122,San Diego,San Diego County,CA,high risk
Gloria Mings,1967-11-28,872,92177,2011-07-09,1995.0,1814.0,55,San Diego,San Diego County,CA,high risk
Nicky Hendon,1977-03-13,1790,92133,2010-05-06,1795.0,1436.0,45,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2012-01-08,1748.0,1399.0,36,San Diego,San Diego County,CA,high risk
Tegan Zepeda,1994-02-27,2233,92129,2012-02-01,0.0,1700.0,28,San Diego,San Diego County,CA,high risk
Kathlene Olberding,1987-04-04,1214,92126,2011-09-17,2132.0,1854.0,35,San Diego,San Diego County,CA,high risk
Tori Blaker,1900-01-01,2308,92128,2011-10-08,1930.0,1544.0,122,San Diego,San Diego County,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,2010-08-09,1525.0,1220.0,122,San Diego,San Diego County,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,2010-06-25,1899.0,1652.0,122,San Diego,San Diego County,CA,high risk
Zaida Koepke,1965-01-08,2467,92109,2012-06-10,1579.0,1436.0,57,San Diego,San Diego County,CA,high risk
Dalene Bialaszewski,1900-01-01,469,92199,2012-08-13,1276.0,1160.0,122,San Diego,San Diego County,CA,high risk
Tresa Herandez,1980-06-13,2322,92135,2010-03-13,1996.0,1815.0,42,San Diego,San Diego County,CA,high risk
Anne Mielke,1953-04-11,115,92168,2011-04-18,2487.0,2163.0,69,San Diego,San Diego County,CA,high risk
Janette Flowers,1900-01-01,1037,92182,2010-09-30,1769.0,1539.0,122,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2012-02-12,1800.0,1637.0,122,San Diego,San Diego County,CA,high risk
Kaley Rotondo,1900-01-01,1183,92155,2011-06-08,0.0,1025.0,122,San Diego,San Diego County,CA,high risk
Shanon Shrewsbury,1900-01-01,2081,92158,2012-02-09,807.0,734.0,122,San Diego,San Diego County,CA,high risk
Remona Brobst,1900-01-01,1932,92184,2011-08-30,1656.0,1440.0,122,San Diego,San Diego County,CA,high risk
Jay Presley,2005-03-17,1070,92150,2012-03-31,1886.0,1640.0,17,San Diego,San Diego County,CA,high risk
Carolina Keppel,2003-07-09,320,92172,2010-10-11,1584.0,1440.0,19,San Diego,San Diego County,CA,high risk
Enid Couch,1984-07-03,704,92168,2012-05-13,1788.0,1626.0,38,San Diego,San Diego County,CA,high risk
Avelina Sheaffer,1900-01-01,171,92114,2011-06-15,1626.0,1479.0,122,San Diego,San Diego County,CA,high risk
Mariano Vereen,1989-08-28,1576,92158,2011-12-05,2352.0,1882.0,33,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2012-06-15,2092.0,1902.0,42,San Diego,San Diego County,CA,high risk
Gay Botelho,1977-07-08,816,92196,2012-06-11,1999.0,1818.0,45,San Diego,San Diego County,CA,high risk
Carlie Casimir,1980-09-06,301,92166,2011-07-11,1368.0,1244.0,42,San Diego,San Diego County,CA,high risk
Alden Fyfe,1900-01-01,37,92111,2011-09-10,1672.0,1520.0,122,San Diego,San Diego County,CA,high risk
Lorina Krehbiel,1984-10-23,1452,92165,2010-09-10,1624.0,1477.0,38,San Diego,San Diego County,CA,high risk
Leandra Anstine,1900-01-01,1358,92171,2010-05-02,1948.0,1559.0,122,San Diego,San Diego County,CA,high risk
Dara Ottman,1900-01-01,499,92163,2012-05-21,1644.0,1430.0,122,San Diego,San Diego County,CA,high risk
Eric Leal,1976-04-03,709,92174,2010-09-18,1528.0,1329.0,46,San Diego,San Diego County,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,2012-10-20,1863.0,1491.0,47,San Diego,San Diego County,CA,high risk
Flora Svendsen,2019-02-16,781,92114,2010-04-09,1864.0,1695.0,3,San Diego,San Diego County,CA,high risk
Loreta Goza,1900-01-01,1450,92142,2010-09-09,1463.0,1330.0,122,San Diego,San Diego County,CA,high risk
Shawnee Herr,1980-11-08,2101,92194,2012-08-11,1442.0,1311.0,42,San Diego,San Diego County,CA,high risk
Violeta Parkin,1900-01-01,2389,92140,2010-03-20,1458.0,1268.0,122,San Diego,San Diego County,CA,high risk
Mariano Vereen,1989-08-28,1576,92158,2011-04-21,2164.0,1882.0,33,San Diego,San Diego County,CA,high risk
Lesia Zwart,1980-03-12,1405,92190,2011-10-09,2065.0,1878.0,42,San Diego,San Diego County,CA,high risk
Bruna Spada,2006-05-06,251,92116,2012-01-12,1413.0,1285.0,16,San Diego,San Diego County,CA,high risk
Teodoro Menzel,1900-01-01,2239,92160,2011-01-09,1469.0,1336.0,122,San Diego,San Diego County,CA,high risk
Christi Schantz,1900-01-01,396,92120,2010-04-09,1689.0,1536.0,122,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2010-05-21,1154.0,1004.0,122,San Diego,San Diego County,CA,high risk
Melody Salomone,1975-07-05,1663,92115,2011-05-01,0.0,843.0,47,San Diego,San Diego County,CA,high risk
Chelsie Dunmore,1983-10-07,378,92171,2011-07-09,1503.0,1367.0,39,San Diego,San Diego County,CA,high risk
Ivan Berrey,1989-03-13,992,92113,2011-07-07,1602.0,1282.0,33,San Diego,San Diego County,CA,high risk
Beckie Balbuena,1984-06-14,187,92135,2010-12-17,2353.0,1883.0,38,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1768,92126,2012-09-10,1876.0,1706.0,122,San Diego,San Diego County,CA,high risk
Ida Mawson,1981-01-28,966,92194,2010-05-10,1072.0,975.0,41,San Diego,San Diego County,CA,high risk
Jarvis Auman,1900-01-01,1056,92177,2012-01-17,1981.0,1723.0,122,San Diego,San Diego County,CA,high risk
Romana Buscher,1973-04-27,1961,92139,2010-06-23,672.0,585.0,49,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2010-06-16,1834.0,1668.0,73,San Diego,San Diego County,CA,high risk
Wilber Haymon,1985-12-15,2419,92174,2011-08-04,1726.0,1381.0,37,San Diego,San Diego County,CA,high risk
Claude Nusbaum,1999-07-24,414,92101,2011-04-14,1348.0,1226.0,23,San Diego,San Diego County,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,2011-05-11,1817.0,1652.0,122,San Diego,San Diego County,CA,high risk
Bradly Bustos,1900-01-01,234,92172,2012-08-09,1698.0,1544.0,122,San Diego,San Diego County,CA,high risk
Danny Charland,1989-04-28,494,92108,2010-04-13,1466.0,1333.0,33,San Diego,San Diego County,CA,high risk
Soo Goshorn,1900-01-01,2161,92109,2011-03-05,2463.0,1971.0,122,San Diego,San Diego County,CA,high risk
Shanna Clasen,1979-02-03,2077,92169,2012-03-11,1613.0,1467.0,43,San Diego,San Diego County,CA,high risk
Tara Chalk,1900-01-01,2222,92112,2010-09-26,2055.0,1787.0,122,San Diego,San Diego County,CA,high risk
Lettie Piano,1974-12-27,1411,92134,2011-07-02,0.0,1969.0,48,San Diego,San Diego County,CA,high risk
Miesha Trosclair,1973-03-08,1693,92149,2011-07-16,1151.0,1047.0,49,San Diego,San Diego County,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,2011-04-29,1334.0,1160.0,122,San Diego,San Diego County,CA,high risk
Josefine Engelhard,1993-12-19,1148,92174,2011-02-20,1538.0,1338.0,29,San Diego,San Diego County,CA,high risk
Marge Mcsweeney,1983-10-26,1569,92124,2011-11-11,2229.0,2027.0,39,San Diego,San Diego County,CA,high risk
Romana Buscher,1973-04-27,1961,92139,2011-12-04,731.0,585.0,49,San Diego,San Diego County,CA,high risk
Kesha Cesar,1900-01-01,1246,92159,2012-05-06,0.0,1063.0,122,San Diego,San Diego County,CA,high risk
Maida Curci,1900-01-01,1532,92116,2011-04-10,1470.0,1337.0,122,San Diego,San Diego County,CA,high risk
Janette Flowers,1900-01-01,1038,92162,2011-05-03,2051.0,1641.0,122,San Diego,San Diego County,CA,high risk
Chrissy Brockington,1900-01-01,392,92162,2011-10-11,1689.0,1536.0,122,San Diego,San Diego County,CA,high risk
Avelina Sheaffer,1900-01-01,171,92114,2011-04-19,1700.0,1479.0,122,San Diego,San Diego County,CA,high risk
Terrilyn Giles,1963-02-03,2253,92196,2010-08-01,0.0,1913.0,59,San Diego,San Diego County,CA,high risk
Myrtice Cureton,1988-06-07,1742,92165,2010-05-10,1547.0,1407.0,34,San Diego,San Diego County,CA,high risk
Beau Villanova,1998-06-22,186,92167,2012-02-12,1991.0,1593.0,24,San Diego,San Diego County,CA,high risk
Beckie Balbuena,1984-06-14,187,92135,2010-04-26,2165.0,1883.0,38,San Diego,San Diego County,CA,high risk
Chau Luczynski,1900-01-01,375,92198,2012-07-20,2148.0,1868.0,122,San Diego,San Diego County,CA,high risk
Enrique Wendell,1975-03-13,705,92116,2012-05-14,1661.0,1510.0,47,San Diego,San Diego County,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,2010-10-10,1930.0,1755.0,63,San Diego,San Diego County,CA,high risk
Dionne Aman,1900-01-01,584,92147,2011-06-22,1161.0,1010.0,122,San Diego,San Diego County,CA,high risk
Rolande Westby,1900-01-01,1959,92107,2012-03-14,1676.0,1524.0,122,San Diego,San Diego County,CA,high risk
Candyce Vandervoort,1900-01-01,291,92121,2012-02-22,1880.0,1635.0,122,San Diego,San Diego County,CA,high risk
Rutha Harshaw,1965-03-12,2016,92191,2010-08-15,0.0,1374.0,57,San Diego,San Diego County,CA,high risk
Christi Schantz,1900-01-01,396,92120,2010-02-24,0.0,1536.0,122,San Diego,San Diego County,CA,high risk
Cara Talty,1900-01-01,293,92187,2012-02-09,1753.0,1594.0,122,San Diego,San Diego County,CA,high risk
Emilio Niehaus,1900-01-01,694,92198,2010-04-16,2075.0,1887.0,122,San Diego,San Diego County,CA,high risk
Malinda Hemby,1900-01-01,1542,92132,2012-03-11,1681.0,1529.0,122,San Diego,San Diego County,CA,high risk
Sharonda Mackson,1987-11-11,2091,92132,2012-01-12,1636.0,1488.0,35,San Diego,San Diego County,CA,high risk
Evelyne Griffith,1900-01-01,746,92164,2010-10-10,1968.0,1575.0,122,San Diego,San Diego County,CA,high risk
Dara Ottman,1900-01-01,498,92164,2011-06-13,2353.0,1883.0,122,San Diego,San Diego County,CA,high risk
Onita Saylor,1900-01-01,1845,92142,2011-10-30,968.0,842.0,122,San Diego,San Diego County,CA,high risk
Michele Luck,1900-01-01,1687,92179,2010-12-26,2081.0,1810.0,122,San Diego,San Diego County,CA,high risk
Alfonzo Pilger,1900-01-01,46,92199,2011-04-27,1968.0,1712.0,122,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,2011-09-12,1381.0,1256.0,122,San Diego,San Diego County,CA,high risk
Kacey Quesenberry,1900-01-01,1178,92139,2010-05-02,0.0,1760.0,122,San Diego,San Diego County,CA,high risk
Maribeth Pretty,1900-01-01,1580,92172,2010-11-10,0.0,1161.0,122,San Diego,San Diego County,CA,high risk
Krystin Swing,1900-01-01,1287,92131,2012-01-01,0.0,1730.0,122,San Diego,San Diego County,CA,high risk
Tori Blaker,1900-01-01,2308,92128,2011-12-09,1930.0,1544.0,122,San Diego,San Diego County,CA,high risk
Harriette Hackett,1900-01-01,919,92130,2010-11-11,1969.0,1790.0,122,San Diego,San Diego County,CA,high risk
Emmett Livermore,1987-11-08,701,92170,2010-06-01,0.0,1502.0,35,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1768,92126,2012-06-30,1961.0,1706.0,122,San Diego,San Diego County,CA,high risk
Halley Ellenburg,1990-07-22,902,92196,2011-02-01,0.0,1375.0,32,San Diego,San Diego County,CA,high risk
Forest Kates,1977-05-21,790,92163,2011-03-17,1890.0,1644.0,45,San Diego,San Diego County,CA,high risk
Rudolf Woodell,1900-01-01,2006,92104,2011-01-09,1630.0,1482.0,122,San Diego,San Diego County,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,2012-01-19,1653.0,1438.0,60,San Diego,San Diego County,CA,high risk
Buster Pompei,1986-06-07,269,92128,2011-10-10,2317.0,2107.0,36,San Diego,San Diego County,CA,high risk
Remona Brobst,1900-01-01,1932,92184,2010-06-01,1800.0,1440.0,122,San Diego,San Diego County,CA,high risk
Ok Tapscott,1970-09-22,1834,92169,2011-05-07,1050.0,840.0,52,San Diego,San Diego County,CA,high risk
Jonelle Trogdon,1900-01-01,1143,92102,2011-03-12,2301.0,1841.0,122,San Diego,San Diego County,CA,high risk
Shantel Avalos,1900-01-01,2084,92175,2012-04-10,1412.0,1284.0,122,San Diego,San Diego County,CA,high risk
Angla Durrah,1900-01-01,100,92160,2011-09-06,1863.0,1491.0,122,San Diego,San Diego County,CA,high risk
Lynnette Menzie,1900-01-01,1500,92102,2011-06-27,1652.0,1437.0,122,San Diego,San Diego County,CA,high risk
Eugena Helland,1900-01-01,733,92161,2012-04-01,0.0,1259.0,122,San Diego,San Diego County,CA,high risk
Ok Tapscott,1970-09-22,1834,92169,2012-07-03,1050.0,840.0,52,San Diego,San Diego County,CA,high risk
Larraine Dotts,1971-02-06,1329,92169,2011-10-12,1798.0,1635.0,51,San Diego,San Diego County,CA,high risk
Darrel Cianciolo,1900-01-01,509,92194,2011-11-10,1643.0,1494.0,122,San Diego,San Diego County,CA,high risk
Bruce Johns,1988-01-24,250,92133,2011-04-22,1651.0,1436.0,34,San Diego,San Diego County,CA,high risk
Sharda Weld,1989-12-01,2086,92133,2011-10-15,2457.0,2234.0,33,San Diego,San Diego County,CA,high risk
Vito Sundquist,1900-01-01,2392,92175,2011-03-01,2021.0,1758.0,122,San Diego,San Diego County,CA,high risk
Jada Thames,1900-01-01,1011,92149,2011-07-13,1644.0,1495.0,122,San Diego,San Diego County,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,2011-11-10,2193.0,1755.0,63,San Diego,San Diego County,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,2010-07-11,1833.0,1467.0,6,San Diego,San Diego County,CA,high risk
Elidia Despain,1960-02-08,658,92124,2011-11-11,2137.0,1943.0,62,San Diego,San Diego County,CA,high risk
Wanita Calzada,1900-01-01,2409,92136,2011-04-13,1182.0,1075.0,122,San Diego,San Diego County,CA,high risk
Linsey Gallop,1900-01-01,1424,92103,2012-10-02,1680.0,1344.0,122,San Diego,San Diego County,CA,high risk
Abbey Kluth,1900-01-01,2,92198,2011-09-05,2023.0,1619.0,122,San Diego,San Diego County,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,2010-11-09,1581.0,1438.0,60,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2011-12-11,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Jonelle Trogdon,1900-01-01,1142,92124,2010-05-20,1028.0,894.0,122,San Diego,San Diego County,CA,high risk
Mariano Vereen,1989-08-28,1576,92158,2011-12-12,2070.0,1882.0,33,San Diego,San Diego County,CA,high risk
Chau Luczynski,1900-01-01,375,92198,2011-08-16,2054.0,1868.0,122,San Diego,San Diego County,CA,high risk
Dionne Aman,1900-01-01,584,92147,2012-03-02,1161.0,1010.0,122,San Diego,San Diego County,CA,high risk
Valery Ensminger,1900-01-01,2355,92182,2012-09-10,1978.0,1799.0,122,San Diego,San Diego County,CA,high risk
Breanne Haught,1979-05-09,242,92131,2010-11-09,1557.0,1416.0,43,San Diego,San Diego County,CA,high risk
Jaimie Tsang,1900-01-01,1016,92198,2012-03-09,1169.0,1063.0,122,San Diego,San Diego County,CA,high risk
Rosalinda Burgin,1980-07-15,1972,92101,2011-06-30,1621.0,1410.0,42,San Diego,San Diego County,CA,high risk
Williemae Salomon,1900-01-01,2434,92126,2010-12-11,1375.0,1250.0,122,San Diego,San Diego County,CA,high risk
