name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age
Shanel Sproles,1976-01-17,2074,92139,2011-06-01,1757.0,1757.0,46
Jospeh Allgeier,1977-11-08,1158,92197,2011-10-05,1529.0,1529.0,45
Giovanni Cremer,1900-01-01,853,92179,2012-05-01,1738.0,1738.0,122
Javier Fiore,2020-02-17,1063,92160,2010-09-09,1832.0,1666.0,2
Candida Rieder,1900-01-01,286,92171,2012-01-01,1771.0,1771.0,122
Willian Blust,1900-01-01,2433,92190,2011-10-01,1685.0,1685.0,122
Chana Santamaria,1947-07-04,356,92167,2012-09-02,1192.0,1192.0,75
Gidget Mccullah,1900-01-01,847,92197,2012-06-01,1482.0,1482.0,122
Patricia Huckaby,1991-08-13,1864,92171,2011-03-02,1735.0,1735.0,31
Gemma Sala,1970-10-24,825,92192,2010-03-01,1636.0,1636.0,52
Carter Kaczorowski,1968-05-14,330,92166,2011-01-01,1448.0,1448.0,54
Harriette Ditch,1978-01-02,915,92139,2010-09-01,1235.0,1235.0,44
Sarah Hewes,1949-04-06,2053,92165,2012-08-01,1323.0,1323.0,73
Simone Tezeno,1900-01-01,2145,92177,2010-11-01,1693.0,1693.0,122
Sandy Mckie,1962-01-23,2045,92174,2011-12-01,1637.0,1637.0,60
Ferdinand Thoman,1981-09-08,765,92196,2012-04-01,1635.0,1635.0,41
Harriette Ditch,1978-01-02,915,92139,2010-06-01,1235.0,1235.0,44
Gregg Disney,1981-02-25,883,92175,2012-06-01,1923.0,1923.0,41
Lucio Culler,1988-03-10,1475,92179,2011-05-01,1337.0,1337.0,34
Kraig Lorusso,1900-01-01,1279,92129,2010-09-15,1471.0,1338.0,122
Erlinda Greenman,1900-01-01,711,92111,2010-07-17,1334.0,1160.0,122
Salvatore Brannon,1900-01-01,2034,92109,2010-07-01,1179.0,1179.0,122
Lashawna Janelle,1972-12-15,1335,92119,2011-05-01,1394.0,1394.0,50
Natashia Litwin,1900-01-01,1762,92130,2010-11-01,1113.0,1113.0,122
Jazmine Bednarczyk,1900-01-01,1071,92140,2012-05-01,1591.0,1591.0,122
Delfina Snider,1900-01-01,538,92195,2012-01-02,1555.0,1555.0,122
Jovan Pursley,1900-01-01,1161,92121,2011-11-01,1708.0,1708.0,122
Leatha Vanduyn,1954-03-22,1365,92140,2012-03-01,1523.0,1523.0,68
Raylene Paff,1976-06-25,1916,92129,2012-08-01,1020.0,1020.0,46
Tyisha Lauritsen,2016-08-17,2340,92104,2010-07-10,1613.0,1467.0,6
Sandy Holmberg,1900-01-01,2044,92159,2010-06-01,1192.0,1192.0,122
Agustina Spargo,1900-01-01,21,92111,2012-09-15,2517.0,2289.0,122
Judy Groth,1900-01-01,1164,92198,2010-07-04,2282.0,2282.0,122
Milton Kimmer,1900-01-01,1705,92119,2010-07-04,1436.0,1436.0,122
Cara Talty,1900-01-01,292,92134,2010-07-08,1186.0,1186.0,122
Joetta Zielinski,1900-01-01,1125,92155,2010-06-01,1663.0,1663.0,122
Arianna Aronson,1998-05-06,134,92113,2012-03-06,1497.0,1497.0,24
Hobert Whitwell,1900-01-01,943,92114,2011-07-21,2385.0,2074.0,122
Miranda Zickefoose,1900-01-01,1711,92140,2012-07-01,1549.0,1549.0,122
Jeana Ronald,1900-01-01,1077,92142,2010-08-01,1617.0,1617.0,122
Julian Boruff,1900-01-01,1170,92162,2012-07-01,1596.0,1596.0,122
Keeley Bumgardner,1900-01-01,1227,92104,2010-05-01,1422.0,1422.0,122
Glady Sautter,1900-01-01,867,92177,2010-04-06,1736.0,1736.0,122
Alycia Kitchell,1900-01-01,75,92134,2011-09-01,1315.0,1315.0,122
Graig Peguero,1961-12-04,878,92161,2011-04-01,1720.0,1720.0,61
Anamaria Hamernik,1960-10-09,88,92102,2012-04-03,1282.0,1282.0,62
Carmelina Burress,1900-01-01,308,92158,2011-12-01,1362.0,1362.0,122
Angelic Fillmore,1900-01-01,94,92147,2012-06-07,947.0,947.0,122
Mitzi Sheckler,1900-01-01,1721,92160,2010-02-01,1527.0,1527.0,122
Ettie Rozek,1983-04-09,729,92103,2010-10-01,1046.0,1046.0,39
Sharan Taliaferro,1900-01-01,2085,92114,2012-01-01,1334.0,1334.0,122
Angelic Fillmore,1900-01-01,94,92147,2012-08-07,947.0,947.0,122
Billye Ashford,1977-09-26,212,92192,2010-06-01,1516.0,1516.0,45
Wilson Ressler,1969-05-18,2437,92117,2010-11-01,1606.0,1606.0,53
Vanessa Marty,1900-01-01,2359,92195,2010-06-01,2178.0,2178.0,122
Lindsey Mora,1900-01-01,1421,92169,2012-01-02,1614.0,1614.0,122
Birgit Strackbein,1900-01-01,214,92194,2010-09-01,1662.0,1662.0,122
Joselyn Plattner,1977-02-01,1153,92113,2012-06-01,1720.0,1720.0,45
Milton Kimmer,1900-01-01,1705,92119,2011-04-07,1436.0,1436.0,122
Josue Baden,1987-07-21,1160,92112,2011-10-01,1903.0,1903.0,35
Darcel Stagner,1900-01-01,504,92190,2011-09-01,1665.0,1665.0,122
Joselyn Mani,1949-08-11,1152,92192,2010-03-23,1918.0,1668.0,73
Marleen Thibodeaux,1995-09-04,1605,92147,2011-02-02,1514.0,1514.0,27
Franklin Digregorio,1900-01-01,799,92123,2010-12-01,832.0,832.0,122
Tressie Carruth,1988-09-09,2323,92163,2010-10-01,1335.0,1335.0,34
Magan Courts,1900-01-01,1527,92108,2010-03-13,1423.0,1294.0,122
Roxanne Schrantz,1969-01-28,1999,92120,2012-06-07,1220.0,1220.0,53
Aurelio Roman,1981-06-13,166,92110,2010-10-01,1441.0,1441.0,41
Elma Bozell,1971-12-05,669,92140,2012-01-02,1243.0,1243.0,51
Dewitt Matthews,1900-01-01,575,92162,2010-08-01,2123.0,2123.0,122
Kimberli Spaulding,2003-03-19,1256,92127,2011-12-01,1085.0,1085.0,19
Erminia Boehmer,1900-01-01,713,92159,2011-07-02,1791.0,1791.0,122
Mona Bucklin,1979-07-13,1726,92121,2011-08-01,1486.0,1486.0,43
Adeline Hodgkinson,1900-01-01,13,92114,2010-04-01,1720.0,1720.0,122
Liliana Erving,1900-01-01,1418,92137,2010-10-01,1290.0,1290.0,122
Janay Benny,1965-11-21,1028,92109,2010-09-01,0.0,1731.0,57
Celesta Deng,1959-03-16,350,92113,2011-12-05,1385.0,1385.0,63
Alona Cookingham,1900-01-01,64,92101,2010-05-09,2066.0,1879.0,122
Kary Wein,1942-04-12,1206,92115,2010-08-01,1864.0,1864.0,80
Lyman Deer,1970-03-11,1492,92128,2011-07-02,1616.0,1616.0,52
Lana Mahar,1961-09-25,1315,92161,2012-04-01,1434.0,1434.0,61
Major Alfonso,1900-01-01,1537,92139,2010-05-01,1716.0,1716.0,122
Piper Twombly,1982-06-12,1890,92108,2011-12-01,1387.0,1387.0,40
Shawnee Retherford,1995-01-23,2103,92165,2012-02-01,1408.0,1408.0,27
Katherina Audia,1900-01-01,1211,92139,2011-09-06,1146.0,1146.0,122
Lana Mahar,1961-09-25,1314,92117,2010-12-01,926.0,926.0,61
Warren Wengert,1977-09-28,2411,92197,2011-09-08,1697.0,1697.0,45
Milton Kimmer,1900-01-01,1705,92119,2011-12-05,1436.0,1436.0,122
John Peffer,1900-01-01,1137,92137,2011-09-02,1491.0,1491.0,122
Marybeth Gula,1966-05-05,1629,92109,2010-02-01,1746.0,1746.0,56
Ollie Pancake,1900-01-01,1841,92134,2011-01-01,1889.0,1889.0,122
Kayla Moton,1900-01-01,1221,92186,2010-10-01,1380.0,1380.0,122
Noma Stetson,1977-04-13,1808,92177,2011-11-18,2109.0,1834.0,45
Spring Ponce,1900-01-01,2166,92110,2012-09-01,1034.0,1034.0,122
Wilmer Carlin,1900-01-01,2435,92114,2010-10-01,1627.0,1627.0,122
Jacqualine Bruso,1969-09-17,1005,92103,2010-05-05,1571.0,1257.0,53
Ian Mcmillon,1900-01-01,965,92131,2010-07-01,1414.0,1414.0,122
Brett Minard,1900-01-01,244,92124,2010-03-01,1935.0,1935.0,122
Shawnda Damron,1900-01-01,2097,92102,2011-02-01,1704.0,1704.0,122
Evalyn Trabert,1900-01-01,745,92138,2011-12-01,1695.0,1695.0,122
Latesha Emmons,1900-01-01,1339,92117,2012-07-01,1816.0,1816.0,122
Ernest Florian,1900-01-01,714,92105,2011-06-01,0.0,1496.0,122
Beverlee Vail,1955-09-17,209,92154,2011-10-01,1754.0,1754.0,67
Kittie Benoit,1966-10-21,1270,92168,2012-09-01,1642.0,1642.0,56
Luisa Geibel,1982-09-27,1484,92130,2011-05-01,1132.0,1132.0,40
Vi Cantara,1900-01-01,2378,92114,2011-03-01,1056.0,1056.0,122
Alfred Virgen,1987-01-19,49,92159,2012-02-01,1889.0,1889.0,35
Nieves Mercier,1900-01-01,1796,92164,2012-09-01,1486.0,1486.0,122
Jospeh Allgeier,1977-11-08,1158,92197,2010-07-07,1529.0,1529.0,45
Karmen Kuhlman,1900-01-01,1197,92176,2010-09-01,1484.0,1484.0,122
Maggie Balls,1900-01-01,1529,92150,2010-02-01,1587.0,1587.0,122
Arlinda Lawalin,1900-01-01,142,92174,2011-03-01,1454.0,1454.0,122
Juan Rivas,1978-12-14,1163,92107,2012-08-01,1235.0,1235.0,44
Cristobal Tygart,1900-01-01,457,92176,2010-03-08,1215.0,972.0,122
Karen Swilley,1979-09-05,1190,92129,2011-09-01,1066.0,1066.0,43
Krystyna Vansant,1969-03-26,1288,92171,2012-04-10,2047.0,1861.0,53
Rosario Heckman,1967-05-09,1980,92137,2010-04-08,1507.0,1507.0,55
Colene Fitts,1982-07-08,436,92139,2011-10-01,1435.0,1435.0,40
Jazmine Kittel,1900-01-01,1073,92175,2012-05-01,1260.0,1260.0,122
Luisa Boyle,1900-01-01,1483,92112,2011-03-01,1032.0,1032.0,122
Sylvester Grief,1900-01-01,2195,92184,2012-09-01,1751.0,1751.0,122
Ehtel Debnam,1960-11-19,636,92107,2012-01-01,1694.0,1694.0,62
Jacinto Ellsworth,1900-01-01,1000,92168,2011-08-01,1598.0,1598.0,122
Forrest Sunderman,1981-03-14,791,92154,2011-07-01,1259.0,1259.0,41
Alycia Kitchell,1900-01-01,75,92134,2011-05-06,1315.0,1315.0,122
Britni Pagel,1900-01-01,248,92187,2010-02-01,1481.0,1481.0,122
Frederica Keisler,1975-02-26,806,92165,2010-06-01,1239.0,1239.0,47
Marcelino Benard,1979-12-10,1549,92152,2010-03-01,1293.0,1293.0,43
An Jain,1900-01-01,106,92145,2010-03-01,1587.0,1587.0,122
Marla Lytch,1900-01-01,1603,92106,2011-12-01,1634.0,1634.0,122
Meghann Moorman,1981-11-01,1651,92119,2012-01-08,855.0,855.0,41
Beryl Frison,1966-06-26,201,92117,2012-08-01,1521.0,1521.0,56
Jada Thames,1900-01-01,1011,92149,2012-08-06,1495.0,1495.0,122
Caren Knell,1938-12-02,294,92175,2011-07-01,1825.0,1825.0,84
Olevia Koss,1976-04-17,1837,92164,2010-10-01,1243.0,1243.0,46
Jeana Ronald,1900-01-01,1077,92142,2010-09-08,1617.0,1617.0,122
Dong Vong,1900-01-01,597,92132,2011-11-01,1383.0,1383.0,122
Alejandra Foti,1900-01-01,40,92132,2011-07-01,1192.0,1192.0,122
Theresia Trowell,2000-02-22,2263,92136,2010-11-01,867.0,867.0,22
Tara Chalk,1900-01-01,2222,92112,2010-02-10,1965.0,1787.0,122
Tamara Tapper,1991-12-22,2203,92163,2010-12-07,1268.0,1268.0,31
Santo Hanney,1900-01-01,2052,92174,2012-02-01,1750.0,1750.0,122
Astrid Laurence,1988-05-15,159,92120,2010-11-01,1134.0,1134.0,34
Joselyn Plattner,1977-02-01,1153,92113,2010-04-01,1720.0,1720.0,45
Anne Hadlock,1900-01-01,113,92133,2012-02-01,1430.0,1430.0,122
Kirstin Greenleaf,1970-04-10,1265,92142,2011-01-01,1157.0,1157.0,52
Kaley Rotondo,1900-01-01,1183,92155,2010-02-01,1025.0,1025.0,122
Hanna Maury,1987-11-22,908,92120,2011-05-01,1364.0,1364.0,35
Sharonda Mackson,1987-11-11,2091,92132,2010-05-10,1636.0,1488.0,35
Imelda Steere,1900-01-01,970,92174,2012-03-01,1339.0,1339.0,122
Caitlyn Kulesza,1987-11-26,270,92165,2010-04-01,1448.0,1448.0,35
Kary Wein,1942-04-12,1206,92115,2011-01-02,1864.0,1864.0,80
Alline Jezierski,1900-01-01,60,92124,2011-03-01,1572.0,1572.0,122
Annamaria Weatherholt,1900-01-01,111,92135,2011-02-01,1388.0,1388.0,122
Ken Litchfield,1981-07-24,1243,92134,2010-05-09,2044.0,1859.0,41
Deshawn Bohler,1970-10-04,569,92174,2011-01-01,1618.0,1618.0,52
Houston Pretty,1900-01-01,955,92128,2011-02-01,1936.0,1936.0,122
Chong Nalls,1978-10-01,391,92176,2011-09-01,1454.0,1454.0,44
Kary Bechard,1900-01-01,1204,92136,2010-08-03,1621.0,1621.0,122
Carlee Gibeault,1979-03-08,298,92147,2011-08-01,1192.0,1192.0,43
Sabrina Fleischman,1900-01-01,2025,92112,2011-01-05,1706.0,1706.0,122
Reinaldo Kuykendall,1900-01-01,1929,92166,2011-06-09,1906.0,1733.0,122
Jacqueline Lee,1976-11-09,1006,92112,2012-01-01,1238.0,1238.0,46
Stephen Schaller,1900-01-01,2179,92154,2012-01-01,1652.0,1652.0,122
Pamella Monzo,1987-06-25,1856,92197,2010-04-01,1035.0,1035.0,35
Xavier Mennella,1900-01-01,2439,92119,2012-02-01,1327.0,1327.0,122
Lilia Manahan,1968-03-09,1417,92192,2011-04-01,1398.0,1398.0,54
Betty Gunia,1900-01-01,207,92147,2011-07-01,1836.0,1836.0,122
Anisha Abelson,1993-05-05,105,92126,2010-12-01,1185.0,1185.0,29
Terri Dubuisson,1900-01-01,2249,92139,2011-01-01,1248.0,1248.0,122
Leighann Neighbors,1969-01-07,1373,92104,2012-02-01,1981.0,1981.0,53
Pete Folmar,1900-01-01,1883,92131,2011-08-01,1739.0,1739.0,122
Adan Havlik,1996-04-23,11,92138,2010-08-02,1794.0,1794.0,26
Kathlene Olberding,1987-04-04,1214,92126,2011-08-04,2317.0,1854.0,35
Kaycee Wilkin,1900-01-01,1220,92136,2010-09-01,1133.0,1133.0,122
Consuela Gasca,1985-10-01,444,92142,2010-11-01,1137.0,1137.0,37
Cyrstal Thoma,1994-08-16,465,92150,2010-02-13,1131.0,1029.0,28
Marvella Michelsen,1977-06-20,1619,92168,2011-11-01,1917.0,1917.0,45
Betsey Son,1980-08-15,205,92162,2010-05-01,1560.0,1560.0,42
Miriam Laroque,1983-07-28,1715,92159,2011-03-12,1652.0,1502.0,39
Tonia Muniz,1900-01-01,2298,92111,2012-05-01,1512.0,1512.0,122
Na Warburton,1900-01-01,1771,92193,2011-11-01,1767.0,1767.0,122
Arturo Heinrich,2000-11-22,154,92179,2012-04-01,2125.0,2125.0,22
Ambrose Puthoff,1981-10-12,80,92137,2011-08-01,1676.0,1676.0,41
Natosha Mccafferty,1998-11-22,1769,92140,2010-04-01,1374.0,1374.0,24
Ed Mcmunn,1900-01-01,625,92160,2010-02-01,1324.0,1324.0,122
Elwanda Saver,2007-06-07,680,92122,2011-05-01,1628.0,1628.0,15
Tommy Coppock,1971-02-02,2291,92110,2012-09-01,1754.0,1754.0,51
Moshe Woodbridge,1900-01-01,1732,92193,2010-12-01,1477.0,1477.0,122
Herta Willman,1981-03-05,937,92116,2012-02-18,1588.0,1381.0,41
Kasi Kilgo,1900-01-01,1209,92132,2010-12-01,1539.0,1539.0,122
Maggie Balls,1900-01-01,1529,92150,2011-03-01,1587.0,1587.0,122
Sonja Folks,1970-06-13,2158,92163,2011-08-01,1415.0,1415.0,52
Korey Ginther,1993-10-01,1272,92158,2010-11-01,1007.0,1007.0,29
Bradley Muench,1900-01-01,231,92159,2011-10-18,1566.0,1362.0,122
Celesta Deng,1959-03-16,349,92153,2010-07-08,1237.0,1237.0,63
Adah Curnutt,1977-07-20,6,92169,2011-10-04,1650.0,1650.0,45
Lisha Penick,1991-10-19,1428,92115,2012-05-01,1624.0,1624.0,31
Natalie Fenton,1900-01-01,1759,92116,2011-05-01,1940.0,1940.0,122
Kasi Kilgo,1900-01-01,1209,92132,2011-12-01,1539.0,1539.0,122
Edison Laymon,1968-11-28,623,92111,2010-12-01,1383.0,1383.0,54
Sandy Mckie,1962-01-23,2045,92174,2012-02-01,1637.0,1637.0,60
Eldon Reiss,1900-01-01,643,92135,2012-09-01,1432.0,1432.0,122
Lora Moyes,1988-01-11,1446,92104,2010-08-01,1906.0,1906.0,34
Elden Gillenwater,1900-01-01,641,92129,2011-04-05,925.0,925.0,122
Susann Schwarz,1965-09-01,2192,92120,2010-10-01,1643.0,1643.0,57
Jen Heitkamp,1900-01-01,1093,92139,2012-05-01,0.0,1803.0,122
Patty Perlman,1970-01-09,1866,92114,2010-07-06,1696.0,1696.0,52
Roseanna Hockman,1900-01-01,1986,92128,2011-08-01,1743.0,1743.0,122
Vincent Darcangelo,1966-03-19,2382,92165,2010-10-01,1583.0,1583.0,56
Larae Balcom,1900-01-01,1320,92153,2010-06-13,1816.0,1651.0,122
Joselyn Mani,1949-08-11,1152,92192,2012-09-24,1918.0,1668.0,73
Dick Loaiza,1954-05-06,578,92113,2010-12-01,1502.0,1502.0,68
Gia Stroop,1900-01-01,846,92149,2011-11-01,1461.0,1461.0,122
Walter Squillace,1900-01-01,2402,92112,2012-04-05,1920.0,1536.0,122
Argelia Hieb,1900-01-01,133,92190,2012-04-01,1561.0,1561.0,122
Merle Ranallo,1900-01-01,1671,92139,2010-09-01,1226.0,1226.0,122
Sherril Scales,1982-02-20,2123,92106,2012-06-01,1245.0,1245.0,40
Elayne Kulpa,1990-05-11,639,92117,2010-11-01,1615.0,1615.0,32
Soila Parisi,1992-08-06,2150,92166,2012-09-01,2647.0,2647.0,30
Carey Rhines,1900-01-01,295,92102,2011-01-07,1771.0,1771.0,122
Kary Wein,1942-04-12,1206,92115,2011-08-01,1864.0,1864.0,80
Luigi Bagwell,1985-03-08,1481,92124,2010-10-01,1354.0,1354.0,37
Dann Seavey,1983-01-25,493,92119,2012-08-04,1681.0,1681.0,39
Angelia Barragan,1951-01-05,93,92152,2010-09-01,1175.0,1175.0,71
Vernie Whitelaw,1900-01-01,2373,92167,2012-08-01,2059.0,2059.0,122
Chery Stinson,1900-01-01,387,92122,2011-12-09,1833.0,1467.0,122
Ollie Pancake,1900-01-01,1841,92134,2012-04-01,1889.0,1889.0,122
Zola Howley,1984-02-04,2473,92137,2011-02-02,1497.0,1497.0,38
Lorriane Gloor,1960-06-28,1456,92122,2011-11-10,1630.0,1482.0,62
Genaro Tooker,1964-04-03,827,92174,2012-01-01,1275.0,1275.0,58
Rosa Helman,1962-03-05,1970,92113,2011-07-01,1363.0,1363.0,60
Giuseppina Payeur,1998-03-03,864,92177,2012-07-01,1796.0,1796.0,24
Gaynell Desjardin,1972-04-14,820,92131,2012-02-01,1749.0,1749.0,50
Terrie Bonetti,1980-09-15,2250,92187,2011-05-01,2547.0,2547.0,42
Avril Densmore,1966-03-17,172,92113,2010-08-01,1512.0,1512.0,56
Lindsay Zebrowski,1993-12-06,1420,92120,2010-05-01,1444.0,1444.0,29
Kathi Loggins,1900-01-01,1213,92122,2012-03-11,1036.0,942.0,122
Bambi Leppert,1961-05-14,178,92109,2012-08-01,1602.0,1602.0,61
Yessenia Oconnor,1900-01-01,2450,92116,2012-06-21,1639.0,1426.0,122
Rebekah Eichhorn,1953-11-27,1926,92152,2011-08-01,1874.0,1874.0,69
Gianna Kelleher,1900-01-01,842,92196,2010-03-01,1481.0,1481.0,122
Roxanne Falgoust,1900-01-01,1998,92177,2012-09-01,1387.0,1387.0,122
Tyson Delorenzo,1986-12-27,2345,92140,2010-02-01,1378.0,1378.0,36
Brooke Novello,1900-01-01,249,92179,2010-12-01,1659.0,1659.0,122
Vincenza Conant,1900-01-01,2384,92158,2010-06-01,965.0,965.0,122
Kaley Rotondo,1900-01-01,1183,92155,2011-12-03,1025.0,1025.0,122
Carie Croston,1900-01-01,296,92138,2010-05-01,1709.0,1709.0,122
Queen Heideman,1981-05-21,1900,92132,2011-02-01,1305.0,1305.0,41
Sadie Selph,1987-07-21,2029,92191,2011-11-13,1540.0,1400.0,35
Ronna Messer,1966-04-08,1967,92139,2012-07-06,890.0,890.0,56
Caitlyn Kulesza,1987-11-26,270,92165,2011-09-01,1448.0,1448.0,35
Toshiko Sacco,1900-01-01,2310,92187,2012-03-01,692.0,692.0,122
Shannon Muldrew,1900-01-01,2078,92119,2010-08-01,-225.9,1506.0,122
Jayme Hidalgo,1991-10-11,1064,92128,2011-05-02,1871.0,1871.0,31
Bradford Villavicencio,1972-05-15,230,92138,2010-03-03,1446.0,1446.0,50
Erich Corr,1900-01-01,708,92121,2010-11-01,1367.0,1367.0,122
Armando Bilger,1900-01-01,149,92121,2011-08-01,1616.0,1616.0,122
Rosalinda Burgin,1980-07-15,1972,92101,2011-12-14,1551.0,1410.0,42
Maggie Favorite,1980-02-27,1530,92174,2010-08-01,1510.0,1510.0,42
Nubia Wikoff,1900-01-01,1822,92114,2012-04-01,1666.0,1666.0,122
Aurelia Delay,1957-03-16,165,92108,2012-07-01,2323.0,2323.0,65
Ariel Mathisen,1900-01-01,136,92163,2012-02-10,1505.0,1369.0,122
Jasmine Caines,1900-01-01,1058,92170,2011-05-01,1451.0,1451.0,122
Darcie Gandhi,1983-08-28,505,92153,2012-01-01,2040.0,2040.0,39
Beverlee Mischke,1900-01-01,208,92195,2010-04-06,1836.0,1836.0,122
Hye Micek,1976-11-01,963,92123,2010-12-01,1804.0,1804.0,46
Clare Tilly,1956-12-21,407,92155,2010-09-01,1723.0,1723.0,66
Tyson High,1985-11-13,2349,92158,2012-03-01,0.0,2182.0,37
Beverley Lister,1980-09-17,210,92168,2012-08-01,1149.0,1149.0,42
Salvatore Keim,1968-01-17,2036,92119,2012-09-01,1202.0,1202.0,54
Cecila Books,1954-07-06,343,92172,2012-08-01,1191.0,1191.0,68
Saran Spear,1900-01-01,2055,92192,2011-04-01,1326.0,1326.0,122
Chrissy Brockington,1900-01-01,392,92162,2011-09-03,1536.0,1536.0,122
Danna Weatherby,1982-11-07,489,92197,2011-04-02,1523.0,1523.0,40
Noma Tweedie,1900-01-01,1809,92165,2011-02-01,2136.0,2136.0,122
Fe Leader,1900-01-01,758,92195,2010-12-01,1414.0,1414.0,122
Evonne Waltz,1996-10-11,750,92123,2012-01-01,1752.0,1752.0,26
Lizeth Mcpheeters,1900-01-01,1434,92120,2010-08-10,1736.0,1579.0,122
Clarine Moshier,1900-01-01,412,92162,2012-04-01,1710.0,1710.0,122
Patty Perlman,1970-01-09,1866,92114,2010-08-07,1696.0,1696.0,52
Vito Sundquist,1900-01-01,2392,92175,2012-05-09,1933.0,1758.0,122
Adrien Schlagel,1900-01-01,16,92170,2011-10-01,1369.0,1369.0,122
Chantelle Eaker,1992-12-17,359,92103,2012-06-01,1705.0,1705.0,30
Reita Evett,1900-01-01,1930,92193,2012-02-02,1715.0,1715.0,122
Cheri Kennon,1950-07-01,380,92169,2010-08-01,1241.0,1241.0,72
Matha Barkan,1983-06-19,1638,92107,2011-09-01,1784.0,1784.0,39
Minta Carroway,1900-01-01,1707,92122,2010-05-14,1872.0,1702.0,122
Pandora Gatling,1974-03-27,1859,92138,2012-09-01,1541.0,1541.0,48
Leighann Neighbors,1969-01-07,1373,92104,2010-02-01,1981.0,1981.0,53
Tula Dooling,1900-01-01,2336,92109,2010-03-01,1703.0,1703.0,122
Adah Curnutt,1977-07-20,6,92169,2011-04-07,1650.0,1650.0,45
Roseanna Hockman,1900-01-01,1986,92128,2011-12-01,1743.0,1743.0,122
Mac Straley,1985-05-24,1509,92102,2010-12-01,1872.0,1872.0,37
Elliott Fong,1900-01-01,665,92145,2012-02-01,1662.0,1662.0,122
Leida Yap,1988-04-21,1371,92124,2011-06-02,1716.0,1716.0,34
Ivette Watson,1900-01-01,995,92140,2011-10-01,1348.0,1348.0,122
Dione Jiminez,1900-01-01,580,92135,2010-06-06,1761.0,1761.0,122
Noreen Moe,1979-04-28,1814,92145,2011-04-04,1373.0,1373.0,43
Neville Mccaul,1986-10-07,1777,92174,2010-12-01,1883.0,1883.0,36
Rhona Shipton,2019-06-10,1944,92133,2011-08-01,1225.0,1225.0,3
Wilson Ressler,1969-05-18,2437,92117,2011-05-05,1606.0,1606.0,53
Sabrina Griese,1900-01-01,2026,92158,2010-12-01,1636.0,1636.0,122
Abe Prophet,2014-02-08,4,92161,2012-04-01,1143.0,1143.0,8
Eden Tibbals,1996-02-25,622,92134,2010-08-01,1672.0,1672.0,26
Breanne Haught,1979-05-09,242,92131,2010-02-01,1416.0,1416.0,43
Carmella Buchanan,1996-12-09,312,92115,2011-11-29,1566.0,1362.0,26
Gene Wigfall,1900-01-01,830,92187,2012-02-02,1107.0,1107.0,122
Ryan Stanton,1900-01-01,2022,92174,2010-03-05,1482.0,1482.0,122
Chad Tsan,1900-01-01,353,92122,2012-01-01,1217.0,1217.0,122
Willetta Herald,1987-04-03,2431,92145,2011-04-01,2023.0,2023.0,35
Tamera Guarnieri,1983-06-08,2205,92198,2010-10-19,2281.0,1984.0,39
Jarrod Nowacki,1900-01-01,1055,92167,2010-12-01,1347.0,1347.0,122
Fatima Peralto,1985-06-16,752,92179,2010-03-01,1552.0,1552.0,37
Clay Almeida,1900-01-01,418,92123,2011-01-01,1659.0,1659.0,122
Zofia Knoles,1999-12-17,2469,92111,2010-03-01,1792.0,1792.0,23
Leandra Anstine,1900-01-01,1358,92171,2012-10-12,1948.0,1559.0,122
Naoma Pylant,1954-07-22,1757,92134,2011-05-01,1275.0,1275.0,68
Shanon Gupta,1964-06-22,2080,92116,2011-08-01,1113.0,1113.0,58
Lissette Antrim,1971-01-07,1430,92169,2011-10-01,1934.0,1934.0,51
Ruthe Aleman,1979-04-07,2018,92196,2012-05-01,1602.0,1602.0,43
Marilee Kingsberry,1972-07-28,1590,92191,2011-06-01,1246.0,1246.0,50
Forest Kates,1977-05-21,790,92163,2011-12-19,1890.0,1644.0,45
Latesha Emmons,1900-01-01,1339,92117,2011-10-01,1816.0,1816.0,122
Alberto Huling,1900-01-01,34,92166,2011-09-01,1819.0,1819.0,122
Kemberly Currence,1900-01-01,1236,92190,2011-04-01,1902.0,1902.0,122
Mirta Nicolson,1900-01-01,1716,92152,2012-07-01,1175.0,1175.0,122
Noma Tweedie,1900-01-01,1809,92165,2011-07-01,2136.0,2136.0,122
Tereasa Pinzon,1973-10-24,2243,92105,2010-04-05,1981.0,1981.0,49
Kerstin Hypolite,1900-01-01,1245,92110,2010-02-01,1082.0,1082.0,122
Sean Sharman,1900-01-01,2058,92153,2010-04-01,1321.0,1321.0,122
Sharolyn Martines,1900-01-01,2089,92116,2010-04-02,1834.0,1834.0,122
Austin Sharrock,1900-01-01,170,92133,2010-09-01,1533.0,1533.0,122
Kacey Quesenberry,1900-01-01,1178,92139,2010-07-03,1760.0,1760.0,122
Gloria Mings,1967-11-28,872,92177,2012-02-11,1995.0,1814.0,55
Tora Scheffel,1979-11-27,2307,92176,2011-06-01,1185.0,1185.0,43
Emilie Fairley,1993-11-18,691,92158,2010-11-10,1348.0,1226.0,29
Kiera Sanner,1900-01-01,1252,92112,2012-03-01,1280.0,1280.0,122
Tomeka Ehrhardt,1900-01-01,2289,92111,2011-06-01,1223.0,1223.0,122
Gracie Strasburg,1900-01-01,874,92113,2010-08-01,1708.0,1708.0,122
Daniell Blasi,1972-08-09,485,92182,2011-08-02,1745.0,1745.0,50
Adaline Santos,1986-08-22,9,92161,2011-10-02,1531.0,1531.0,36
Danyelle Minder,1900-01-01,495,92112,2011-03-01,1737.0,1737.0,122
