name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Antoinette Belding,1982-09-26,120,92128,1,825.0,825.0,40,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Fiona Vancamp,1900-01-01,774,92145,1,1421.0,1421.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Milton Kimmer,1900-01-01,1705,92119,1,1436.0,1436.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Harmony Eshelman,1989-07-21,913,92122,1,1328.0,1328.0,33,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Wanetta Fyfe,1900-01-01,2408,92113,1,1916.0,1916.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Colette Letson,2004-09-17,438,92126,1,1492.0,1492.0,18,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Jasmin Bryden,1999-05-25,1057,92114,1,1361.0,1361.0,23,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Manda Youssef,1900-01-01,1547,92108,1,1344.0,1344.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Teresia Edling,1900-01-01,2244,92131,1,1769.0,1769.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Elia Veasey,1972-11-17,657,92111,1,1455.0,1455.0,50,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Delmar Tousant,1900-01-01,543,92116,1,1443.0,1443.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Tommy Coppock,1971-02-02,2291,92110,1,1754.0,1754.0,51,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Beverlee Vail,1955-09-17,209,92154,1,1754.0,1754.0,67,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Sanora Bondy,2014-05-25,2047,92126,1,1374.0,1374.0,8,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Marita Bogner,1962-12-15,1599,92129,1,854.0,854.0,60,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Daphine Ates,1900-01-01,497,92122,1,1811.0,1811.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Sheryll Isenberg,1900-01-01,2128,92115,1,896.0,896.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Tyson Delorenzo,1986-12-27,2346,92101,1,1541.0,1541.0,36,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Jolanda Dambrosio,2000-07-28,1139,92109,1,1796.0,1796.0,22,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Lita Michalik,1900-01-01,1432,92139,1,1655.0,1655.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Maisha Furniss,1900-01-01,1536,92130,1,1688.0,1688.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Fransisca Scrivens,1975-02-08,803,92110,1,1119.0,1119.0,47,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
India Linehan,1963-03-06,972,92122,1,1004.0,1004.0,59,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Joselyn Sunde,1900-01-01,1154,92130,1,1532.0,1532.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Ethelene Monaco,1900-01-01,724,92109,1,1086.0,1086.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Tawny Lipsey,1984-12-08,2231,92139,1,1356.0,1356.0,38,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Berneice Power,1984-08-24,196,92123,1,1756.0,1756.0,38,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Adelia Terwilliger,1951-10-03,12,92121,1,1469.0,1469.0,71,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Gregoria Brucker,1900-01-01,887,92122,1,1159.0,1159.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Raylene Paff,1976-06-25,1916,92129,1,1020.0,1020.0,46,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Elia Veasey,1972-11-17,657,92111,1,1455.0,1455.0,50,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Eugenia Jaffe,1900-01-01,735,92129,1,1630.0,1630.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Teri Alderson,1989-02-27,2246,92116,1,1344.0,1344.0,33,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Vernetta Hennessy,1900-01-01,2369,92126,1,1592.0,1592.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Anisa Gammill,1981-12-15,104,92116,1,1524.0,1524.0,41,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Harland Wyse,1976-10-17,912,92128,1,1995.0,1995.0,46,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Jared Cobble,1979-01-11,1053,92128,1,1665.0,1665.0,43,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Blanche Straka,1978-02-07,222,92115,1,1728.0,1728.0,44,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Alfonso Boggs,1900-01-01,44,92121,1,955.0,955.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Susann Schwarz,1965-09-01,2192,92120,1,1643.0,1643.0,57,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Cherilyn Kelsey,1988-04-13,382,92108,1,1515.0,1515.0,34,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Chery Stinson,1900-01-01,387,92122,1,1467.0,1467.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Elden Gillenwater,1900-01-01,641,92129,1,925.0,925.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Chelsie Brewton,1973-03-08,377,92124,1,1297.0,1297.0,49,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Jina Ling,1984-10-25,1116,92108,1,1740.0,1740.0,38,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Kraig Lorusso,1900-01-01,1279,92129,1,1338.0,1338.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Sanora Bondy,2014-05-25,2047,92126,1,1374.0,1374.0,8,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Corine Modzelewski,1900-01-01,448,92103,1,1928.0,1928.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Fumiko Puterbaugh,1900-01-01,810,92129,1,1900.0,1900.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Foster Modeste,1968-09-07,792,92139,1,1359.0,1359.0,54,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Karen Swilley,1979-09-05,1190,92129,1,1066.0,1066.0,43,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Sacha Mayhew,1998-07-08,2028,92113,1,1545.0,1545.0,24,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Jennell Maziarz,1900-01-01,1096,92106,1,1195.0,1195.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Marlon Desouza,1975-12-15,1608,92106,1,1370.0,1370.0,47,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Alline Jezierski,1900-01-01,60,92124,1,1572.0,1572.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Sherell Burnley,1900-01-01,2116,92119,1,985.0,985.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Reuben Mateer,1986-05-20,1940,92109,1,2152.0,2152.0,36,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Thomas Baumeister,1958-09-23,2266,92108,1,1580.0,1580.0,64,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Bradly Culler,1900-01-01,235,92110,1,1226.0,1226.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Ha Cornelius,1989-06-16,898,92145,1,959.0,959.0,33,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Cleotilde Carty,1900-01-01,423,92123,1,1744.0,1744.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Anamaria Tutt,1900-01-01,89,92115,1,1666.0,1666.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Kary Wein,1942-04-12,1206,92115,1,1864.0,1864.0,80,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Jovan Pursley,1900-01-01,1161,92121,1,1708.0,1708.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Denna Rumery,1955-04-19,560,92123,1,1572.0,1572.0,67,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Loma Baskins,1900-01-01,1442,92109,1,1681.0,1681.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Teri Alderson,1989-02-27,2246,92116,1,1344.0,1344.0,33,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Letisha Bishop,1900-01-01,1407,92145,1,1305.0,1305.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Chantelle Eaker,1992-12-17,359,92103,1,1705.0,1705.0,30,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Tricia Seevers,1993-01-06,2326,92116,1,1739.0,1739.0,29,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Shirleen Higby,1932-08-08,2135,92124,1,1474.0,1474.0,90,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Ethelene Monaco,1900-01-01,724,92109,1,1086.0,1086.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Dwana Burdo,1986-08-23,616,92122,1,1613.0,1613.0,36,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Mack Perrault,1900-01-01,1507,92115,1,1599.0,1599.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Vina Sheedy,1979-04-10,2381,92122,1,2092.0,2092.0,43,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Marita Bogner,1962-12-15,1599,92129,1,854.0,854.0,60,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Armanda Primus,1973-08-24,146,92111,1,1384.0,1384.0,49,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Danette Davi,1900-01-01,482,92102,1,1067.0,1067.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Russel Lambson,1900-01-01,2013,92113,1,1550.0,1550.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Reba Byham,1980-10-09,1924,92117,1,1592.0,1592.0,42,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Madeline Chae,1977-05-05,1515,92131,1,1605.0,1605.0,45,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Christi Schantz,1900-01-01,396,92120,1,1536.0,1536.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Elvie Crudup,1961-11-18,679,92101,1,1628.0,1628.0,61,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Vonda Partlow,1988-10-14,2396,92121,1,1370.0,1370.0,34,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Brain Cassity,1986-06-22,236,92101,1,1408.0,1408.0,36,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Lanette Preston,1900-01-01,1317,92104,1,1232.0,1232.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Marjory Kite,1900-01-01,1602,92145,1,1637.0,1637.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Houston Pretty,1900-01-01,955,92128,1,1936.0,1936.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Luisa Geibel,1982-09-27,1484,92130,1,1132.0,1132.0,40,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Stacee Lamarche,1900-01-01,2167,92154,1,1910.0,1910.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Alline Jezierski,1900-01-01,60,92124,1,1572.0,1572.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Delphia Palacio,1900-01-01,550,92128,1,1895.0,1895.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Zola Howley,1984-02-04,2474,92102,1,1021.0,1021.0,38,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Eloisa Rockett,1900-01-01,672,92108,1,1313.0,1313.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Otto Dizon,1984-05-07,1850,92104,1,1143.0,1143.0,38,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Julissa Sandlin,1972-01-18,1175,92121,1,1771.0,1771.0,50,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Rosa Helman,1962-03-05,1970,92113,1,1363.0,1363.0,60,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Tula Dooling,1900-01-01,2336,92109,1,1703.0,1703.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Laila Blount,1992-06-03,1306,92110,1,1628.0,1628.0,30,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Rubie Mirarchi,1982-01-07,2002,92113,1,1748.0,1748.0,40,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Rubie Mirarchi,1982-01-07,2002,92113,1,1748.0,1748.0,40,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Keenan Chung,1971-10-13,1230,92131,1,1357.0,1357.0,51,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Lora Moyes,1988-01-11,1446,92104,1,1906.0,1906.0,34,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Jasmin Bryden,1999-05-25,1057,92114,1,1361.0,1361.0,23,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Marita Bogner,1962-12-15,1599,92129,1,854.0,854.0,60,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Gloria Gamble,1954-03-10,870,92109,1,1498.0,1498.0,68,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Jesenia Vass,1900-01-01,1106,92107,1,1476.0,1476.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Jamila Decuir,1900-01-01,1025,92110,1,1334.0,1334.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Tequila Sarro,1961-08-10,2242,92119,1,1566.0,1566.0,61,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Daphine Ates,1900-01-01,497,92122,1,1811.0,1811.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Elva Serfass,1900-01-01,677,92101,1,1267.0,1267.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Berneice Power,1984-08-24,196,92123,1,1756.0,1756.0,38,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Taneka Noto,1992-05-09,2216,92110,1,988.0,988.0,30,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Maura Acton,1980-05-03,1644,92115,1,1671.0,1671.0,42,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Catherin Parisien,1971-04-23,338,92114,1,1382.0,1382.0,51,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Fermin Nunley,1986-01-10,766,92145,1,1726.0,1726.0,36,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Kimberely Stlouis,1900-01-01,1253,92119,1,1974.0,1974.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Elsa Vivas,1900-01-01,673,92116,1,2090.0,2090.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Deja Lion,1900-01-01,536,92109,1,2043.0,2043.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Tawna Watanabe,1900-01-01,2230,92102,1,1809.0,1809.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Cory Savage,1984-08-18,454,92117,1,1750.0,1750.0,38,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Anamaria Tutt,1900-01-01,89,92115,1,1666.0,1666.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Von Slayton,1900-01-01,2398,92108,1,1493.0,1493.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Ismael Egli,1965-12-12,989,92139,1,1230.0,1230.0,57,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Tonia Muniz,1900-01-01,2298,92111,1,1512.0,1512.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Millard Woodford,1900-01-01,1704,92129,1,1066.0,1066.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Edna Kemplin,1900-01-01,629,92145,1,1706.0,1706.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Marci Whitelaw,1900-01-01,1555,92121,1,1689.0,1689.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Tomeka Ehrhardt,1900-01-01,2289,92111,1,1223.0,1223.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Tammy Jone,1981-05-10,2211,92120,1,1490.0,1490.0,41,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Estefana Eccleston,1981-03-04,719,92124,1,1837.0,1837.0,41,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Jaquelyn Sheehy,1900-01-01,1051,92127,1,1812.0,1812.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Lavinia Schoonmaker,1900-01-01,1352,92108,1,1324.0,1324.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Collene Carlberg,2012-12-21,440,92121,1,1020.0,1020.0,10,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Allyson Giberson,1900-01-01,61,92104,1,1511.0,1511.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Douglas Halbrook,1900-01-01,609,92107,1,1866.0,1866.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Krystin Swing,1900-01-01,1287,92131,1,1730.0,1730.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Sanora Bondy,2014-05-25,2047,92126,1,1374.0,1374.0,8,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Emelina Phalen,1900-01-01,683,92120,1,1555.0,1555.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Jasmin Bryden,1999-05-25,1057,92114,1,1361.0,1361.0,23,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Tessa Humbert,1969-04-15,2254,92103,1,1355.0,1355.0,53,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Ian Mcmillon,1900-01-01,965,92131,1,1414.0,1414.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Camilla Cashwell,1997-05-19,280,92127,1,1439.0,1439.0,25,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Ngan Wickline,1900-01-01,1780,92113,1,1822.0,1822.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Fletcher Omara,1977-09-25,779,92123,1,1460.0,1460.0,45,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Sharri Lipson,1900-01-01,2093,92129,1,1175.0,1175.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Gaye Donohue,1900-01-01,817,92124,1,1398.0,1398.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Molly Kochan,2007-02-02,1724,92139,1,1568.0,1568.0,15,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Yessenia Willson,1996-10-09,2451,92121,1,1321.0,1321.0,26,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Kraig Lorusso,1900-01-01,1279,92129,1,1338.0,1338.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Bertha Dearman,1900-01-01,200,92122,1,1107.0,1107.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Nelida Drinkwater,1900-01-01,1772,92121,1,1708.0,1708.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Blanche Straka,1978-02-07,222,92115,1,1728.0,1728.0,44,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Ronna Messer,1966-04-08,1967,92139,1,890.0,890.0,56,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Han Freudenthal,1965-06-02,906,92107,1,1880.0,1880.0,57,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Maribel Weigand,1964-07-08,1579,92127,1,1650.0,1650.0,58,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Michelina Granderson,1900-01-01,1688,92115,1,1483.0,1483.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Gita Towery,1900-01-01,858,92145,1,1485.0,1485.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Lawerence Schaible,1968-06-11,1357,92111,1,1860.0,1860.0,54,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Jasper Correll,1900-01-01,1061,92104,1,1604.0,1604.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Daria Vangieson,1982-03-24,507,92120,1,1626.0,1626.0,40,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Roseanna Hockman,1900-01-01,1986,92128,1,1743.0,1743.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Merle Ranallo,1900-01-01,1671,92139,1,1226.0,1226.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Sonny Frenette,1965-07-24,2159,92124,1,1200.0,1200.0,57,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Ardith Cournoyer,1900-01-01,132,92103,1,1687.0,1687.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Stephen Schaller,1900-01-01,2179,92154,1,1652.0,1652.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Major Alfonso,1900-01-01,1537,92139,1,1716.0,1716.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Natashia Litwin,1900-01-01,1762,92130,1,1113.0,1113.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Sheryll Isenberg,1900-01-01,2128,92115,1,896.0,896.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
