name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Shay Vides,09/07/1963,2108,92101,20111101,1589,1589
Kiera Sanner,01/01/1900,1252,92112,20120101,1280,1280
Rodrigo Sarkisian,03/20/1986,1958,92166,20110901,1244,1244
Elayne Kulpa,05/11/1990,639,92117,20120401,1615,1615
Eloisa Rockett,01/01/1900,672,92108,20110210,1444,1313
Haywood Weidenbach,01/01/1900,923,92162,20120406,1297,1297
,Tyler Schlatter,01/01/1900,2343,92158,20120701,1062,1062
Von Slayton,19000101,2398,92108,05/01/2012,1493,1493
Bobbi Guerette,11/04/1984,225,92129,20111209,2476,1981
Lavon Lossing,19000101,1355,92161,20120201,1789,1789
Martina Poche,01/01/1900,1617,92106,20120401,1567,1567
Marvella Westling,01/01/1900,1624,92193,20111108,1429,1429
Jada Thames,01/01/1900,1011,92149,20110101,1495,1495
Marina Pankey,01/06/1964,1596,92147,20110301,825,825
Lakesha Doubleday,06/07/2004,1310,92175,20110403,1054,1054
Seymour Stober,03/25/1969,2064,92120,20100413,1518,1380
Babette Sharrow,05/19/1971,175,92110,20100701,1629,1629
Angeline Gennaro,05/16/1975,97,92135,20111201,1137,1137
Sona Saidi,12/16/1988,2153,92194,20100301,1760,1531
Efren Wilk,19391005,634,92193,20110501,2298,2298
Tessie Calfee,01/01/1900,2257,92150,20120503,1348,1348
Faviola Marbury,01/03/1957,753,92117,20100807,1519,1519
Angeline Gennaro,05/16/1975,97,92135,20100501,1137,1137
Gianna Propp,01/01/1900,845,92130,20101001,1227,1227
,Aurelio Roman,06/13/1981,166,92110,20110301,1441,1441
Mayola Spier,19000101,1647,92165,20100301,1368,1368
Randi Keppler,01/01/1900,1912,92163,20100206,1346,1346
Marilyn Kessinger,05/19/1967,1595,92104,20111201,1061,1061
,Hilda Zuehlke,11/09/1975,941,92186,04/01/2012,1594,1594
Polly Eaker,11/12/1972,1891,92165,20110114,1501,1365
Sudie Galante,05/08/1957,2183,92105,07/04/2010,1208,1208
Vita Lizaola,10/21/1976,2391,92105,20100301,1125,1125
Carolee Cowley,01/01/1900,319,92193,20110901,1890,1890
Jani Brannon,01/01/1900,1040,92165,20120109,1402,1275
Marshall Fosdick,01/01/1900,1615,92135,20100408,2087,2087
Mabelle Hirata,01/01/1900,1502,92164,20100302,1291,1291
Amal Gillenwater,01/25/1958,78,92129,20120701,1851,1851
Mistie Kersh,01/01/1900,1717,92115,20111105,1684,1684
Vanesa Lefort,01/01/1900,2358,92160,20110602,1473,1473
Ka Evensen,01/01/1900,1180,92190,20100601,1447,1447
Dominique Graves,01/01/1900,592,92139,20120101,1294,1294
Caitlyn Lindsley,01/01/1900,271,92138,20111201,941,941
Gussie Breitenbach,01/01/1900,890,92179,20110601,1840,1840
Sharolyn Martines,01/01/1900,2089,92116,05/04/2012,1834,1834
Enrique Wendell,03/13/1975,705,92116,20120925,1736,1510
,Evelynn Merkley,01/01/1900,748,92116,20120601,1312,1312
Sean Sharman,01/01/1900,2058,92153,20100901,1321,1321
Carlo Harrelson,01/01/1900,304,92194,20100606,1642,1642
Ardelia Bagley,01/01/1900,127,92186,20110601,1156,1156
Matilda Stoltz,05/28/1985,1642,92126,20100301,1434,1434
Terrilyn Giles,02/03/1963,2253,92196,20101101,-286.95,1913
Marquetta Houchins,07/23/1996,1614,92166,20120401,1446,1446
Lavina Fiorini,04/08/1966,1351,92198,02/01/2012,886,886
Henry Bingman,01/01/1900,933,92187,07/01/2010,1892,1892
Jaymie Eutsey,09/15/1977,1067,92108,20111001,2188,2188
Laila Blount,06/03/1992,1306,92110,20120102,1628,1628
Tamera Guarnieri,06/08/1983,2205,92198,20101111,2182,1984
Sulema Scheffler,03/20/1987,2187,92107,02/01/2012,1652,1652
Dannielle Sherwood,01/01/1900,491,92196,20110524,1256,1005
Sina Lukasik,11/17/1970,2148,92132,20120201,1904,1904
Lesa Bever,09/12/1957,1402,92170,20111207,1670,1670
Tamra Trisler,01/01/1900,2213,92172,20110901,1658,1658
Kiera Sanner,01/01/1900,1252,92112,20120901,1280,1280
Malcolm Casali,08/12/1980,1540,92101,20101005,885,885
Chantell Hanshaw,19000101,360,92142,20100601,1601,1601
Roni Sasso,04/28/1995,1966,92168,08/07/2012,1537,1537
Jazmine Rudisill,09/21/1972,1074,92105,20101101,1901,1901
Sheryll Tipping,01/01/1900,2129,92145,20120501,1169,1169
,Emile Farney,01/01/1900,687,92126,20100401,2037,2037
Chery Stinson,01/01/1900,387,92122,20101202,1833,1467
Ivette Watson,19000101,995,92140,20110101,1348,1348
Jospeh Allgeier,19771108,1158,92197,20101116,1681,1529
,Jamaal Hundley,01/01/1900,1017,92116,20110501,1466,1466
Jillian Xu,11/19/1981,1115,92177,20110803,1320,1320
Patricia Huckaby,08/13/1991,1864,92171,20100911,2168,1735
Margaretta Yarnall,01/01/1900,1561,92193,11/01/2011,1558,1558
Charity Robbins,03/14/1963,367,92102,20100801,1787,1787
Lavon Lossing,19000101,1355,92161,20111101,1789,1789
Sylvester Um,19770509,2196,92104,20120701,1947,1947
Raphael Hauck,01/01/1900,1915,92116,20120402,1927,1927
Skye Garris,01/01/1900,2149,92140,20110103,1422,1422
Shay Vides,09/07/1963,2108,92101,20101201,1589,1589
Joshua Kubat,01/01/1900,1155,92121,20110101,1508,1508
Tracey Chrisman,01/01/1900,2312,92174,20100301,2127,2127
Ramonita Mathewson,01/01/1900,1911,92139,20100603,1652,1652
Kamala Harrison,01/01/1900,1187,92128,20110701,1358,1358
Gilda Hamilton,11/04/2001,851,92145,20110307,1636,1636
Jeannetta Fravel,19620807,1081,92184,20101201,831,831
Louvenia Meuser,01/01/1900,1461,92132,20110901,1520,1520
Jenee Childers,19000101,1088,92122,20110701,1452,1452
Roslyn Derouin,19550708,1992,92149,20111101,636,636
Alvera Goffney,01/01/1900,70,92138,20110301,1959,1959
Floretta Slemp,11/27/1982,782,92193,20120501,1655,1655
Karima Germany,05/23/1951,1192,92154,02/01/2012,1321,1321
Chau Luczynski,01/01/1900,374,92119,20100718,1476,1284
Pilar Dematteo,11/13/1966,1888,92110,20100701,999,999
Anamaria Elsea,04/08/1983,87,92170,20111201,1723,1723
,Shanda Kubik,01/01/1900,2068,92111,20111001,1104,1104
Wanda Crowden,01/01/1900,2404,92198,20120901,1462,1462
Dorla Bogart,04/09/1979,602,92155,20111201,1888,1888
,Carolina Keppel,07/09/2003,320,92172,20120402,1440,1440
Stepanie Gagnon,01/01/1900,2177,92127,20120504,1607,1607
Brynn Portis,01/01/1900,258,92109,20100907,1329,1329
Emma Dunkel,01/01/1900,698,92128,20120301,1502,1502
Kiera Sanner,01/01/1900,1252,92112,20120502,1280,1280
,Sammy Piedra,10/12/1939,2039,92162,20100702,1234,1234
Harland Liggins,11/28/1983,910,92194,20120301,1978,1978
,Janeen Merkel,10/02/1968,1031,92163,20111201,1659,1659
Cecila Books,07/06/1954,343,92172,20110701,1191,1191
Freeman Strzelecki,19750320,807,92160,20100201,1789,1789
Susanne Haug,01/01/1900,2190,92136,20110701,1142,1142
,Roosevelt Plump,04/13/1982,1969,92116,20101114,1719,1563
Alleen Credle,02/11/1973,58,92123,20111001,1892,1892
Lizeth Mcpheeters,19000101,1434,92120,20100712,1736,1579
Kaylee Harder,01/01/1900,1224,92195,20110501,1462,1462
Aurora Stricklin,04/28/1960,169,92150,08/31/2012,1971,1714
Denna Rumery,04/19/1955,560,92123,20110809,1729,1572
Elfreda Rowse,01/01/1900,654,92127,20100528,1474,1282
Raelene Freitas,01/01/1900,1907,92197,03/03/2012,1900,1900
Irene Mendoza,01/01/1900,978,92165,20120803,811,811
Shyla Dau,01/01/1900,2139,92127,20120601,1821,1821
Natalie Fenton,01/01/1900,1759,92116,20101002,1940,1940
Keena Sanson,01/18/1966,1232,92162,20100515,1763,1603
Britni Friel,03/17/1981,247,92195,20110401,1370,1370
Brynn Portis,01/01/1900,258,92109,20120110,1461,1329
Tula Dooling,01/01/1900,2336,92109,20110102,1703,1703
Larae Balcom,01/01/1900,1320,92153,20110518,1898,1651
Britni Pagel,01/01/1900,248,92187,20111101,1481,1481
Beckie Balbuena,06/14/1984,187,92135,20100526,2165,1883
Rosie Hutchison,01/01/1900,1991,92102,20120101,1857,1857
Sharice Mooneyhan,01/01/1900,2088,92104,20110801,1444,1444
Patty Perlman,01/09/1970,1866,92114,20110603,1696,1696
Staci Arreguin,19000101,2169,92160,20100804,1123,1123
Johnson Lovingood,01/01/1900,1138,92184,20120301,1633,1633
Madelaine Frandsen,01/01/1900,1513,92179,20101101,1670,1670
Kasi Kilgo,01/01/1900,1209,92132,02/01/2012,1539,1539
Marlene Steenbergen,03/25/1974,1606,92166,20110501,1609,1609
Thea Gettings,19000101,2259,92142,20120401,1574,1574
Bruno Newbern,05/25/1993,254,92154,20120801,1538,1538
Leila Doucette,07/08/1976,1376,92132,20100401,1603,1603
Jessia Stepney,10/04/1972,1110,92139,20100901,1556,1556
Willene Cristobal,08/13/1956,2428,92159,20111101,1585,1585
Nakia Vickery,19810904,1748,92109,20110801,933,933
Gudrun Pettey,11/07/1976,889,92104,20110604,2121,2121
Arnette Crays,10/21/1989,151,92154,20120301,1353,1353
Ambrose Puthoff,10/12/1981,80,92137,20120201,1676,1676
Nathanial Conlon,19990901,1765,92131,20110801,1580,1580
Jenee Lillie,01/01/1900,1089,92153,20100401,-308.55,2057
Lane Scroggs,01/01/1900,1316,92160,20111101,1364,1364
,Kecia Converse,04/19/1964,1226,92179,20110203,1713,1713
Queen Hy,01/01/1900,1901,92155,20110401,1274,1274
Mack Perrault,01/01/1900,1507,92115,20120309,1758,1599
Buster Pompei,06/07/1986,269,92128,20110103,2107,2107
Loretta Hauk,01/01/1900,1451,92108,20111001,1226,1226
Gita Ricca,01/28/1994,857,92169,05/01/2010,854,854
Willetta Herald,04/03/1987,2431,92145,20110901,2023,2023
Noreen Moe,04/28/1979,1814,92145,20100702,1373,1373
Rebekah Eichhorn,11/27/1953,1926,92152,20111001,1874,1874
Soo Goshorn,01/01/1900,2162,92147,07/18/2012,1585,1379
Jacalyn Wight,03/20/1992,998,92147,20120401,1531,1531
Marlon Guarnieri,01/01/1900,1609,92112,20110101,1267,1267
Annamae Slayton,01/01/1900,110,92174,20101008,1246,1246
,Mitzi Sheckler,01/01/1900,1722,92199,20110909,1873,1703
Stacie Lawler,01/01/1900,2170,92126,20110101,1495,1495
Kathi Loggins,01/01/1900,1213,92122,10/04/2011,942,942
Franklin Cron,01/01/1900,798,92155,20101201,1816,1816
Daniel Ratliff,01/01/1900,486,92130,20110504,1581,1581
Jenelle Hardin,05/05/1988,1090,92192,20100801,1053,1053
Ola Haggett,04/09/1989,1835,92129,03/01/2012,-146.1,974
Dayna Kerfoot,01/01/1900,522,92163,20120301,1315,1315
Noel Lupien,01/01/1900,1806,92199,20110701,753,753
Lauren Bittle,01/01/1900,1348,92122,20111001,1408,1408
Ferdinand Thoman,09/08/1981,763,92116,20110101,2014,2014
Alba Resnick,09/07/1983,31,92104,20100201,666,666
Brett Minard,01/01/1900,244,92124,20120401,1935,1935
Goldie Moriarty,01/01/1900,873,92171,20100201,1680,1680
Seymour Zawacki,06/06/2002,2065,92195,20110617,1830,1592
Fawn Pascal,01/01/1900,755,92187,11/01/2011,1545,1545
Isabel Sanderfur,01/01/1900,984,92197,20100501,1917,1917
Mandi Delao,01/01/1900,1548,92172,11/08/2011,1937,1937
Shantel Avalos,01/01/1900,2083,92112,20110204,1483,1483
Jesus Bedoya,01/01/1900,1111,92198,20100911,1361,1238
Melida Davalos,11/12/1980,1656,92137,20111201,1608,1608
Rosie Hutchison,01/01/1900,1991,92102,20110901,1857,1857
Janel Schranz,01/01/1900,1033,92117,20100501,1256,1256
Amos Penhollow,01/27/1979,84,92171,20110801,947,947
Chad Tsan,01/01/1900,353,92122,20101001,1217,1217
Malcolm Casali,08/12/1980,1540,92101,20120304,885,885
Krysten Lanman,11/13/1939,1284,92138,20101102,1169,1169
Wayne Dials,01/01/1900,2413,92130,20100201,1875,1875
Karrie Aispuro,01/01/1900,1200,92163,20110401,1293,1293
Jamaal Noon,01/01/1900,1019,92111,20100301,1138,1138
Halina Carron,11/07/1975,900,92193,20121020,1417,1134
Isabella Davisson,08/19/1972,982,92109,20120901,1494,1494
Aimee Macke,05/21/1959,28,92147,20111202,1318,1318
Clifford Hammersley,08/09/2008,429,92114,20110501,1354,1354
Christa Gobel,12/13/1957,393,92187,20120314,1738,1580
Tinisha Metheny,01/01/1900,2280,92142,20120301,1230,1230
Denna Rumery,04/19/1955,560,92123,20110605,1572,1572
,Forest Kates,05/21/1977,790,92163,20110831,1890,1644
Paulina Lefort,05/22/1970,1869,92129,20111201,1324,1324
Carol Dacosta,07/05/1987,318,92163,20120401,1158,1158
Malcolm Casali,08/12/1980,1540,92101,20120209,973,885
,Jacquie Escarcega,01/12/1982,1009,92101,20110501,1444,1444
Lauren Bittle,01/01/1900,1348,92122,20120901,1408,1408
Aundrea Rench,04/22/1961,163,92132,20101207,1517,1517
Dion Justin,19000101,582,92131,20120601,1583,1583
Charleen Bost,01/01/1900,369,92116,20110806,615,615
,Tamica Chiu,01/01/1900,2207,92163,08/01/2012,1660,1660
Ferdinand Thoman,09/08/1981,765,92196,20120602,1635,1635
Cameron Carbonell,05/20/2000,277,92105,20120301,1101,1101
,Jacqualine Bruso,09/17/1969,1005,92103,20110327,1445,1257
Carolee Cowley,01/01/1900,319,92193,20110601,1890,1890
Denyse Kung,19000101,564,92112,20100801,1485,1485
Adah Curnutt,07/20/1977,6,92169,20120109,1815,1650
Dann Kerwin,02/22/1966,492,92140,20110801,1741,1741
Annamae Slayton,01/01/1900,110,92174,20120819,1432,1246
Krystin Swing,19000101,1287,92131,11/01/2011,1730,1730
Johnna Carpino,01/01/1900,1136,92174,20110701,1409,1409
Waneta Zaremba,10/18/1971,2405,92149,20101201,1588,1588
Ignacio Piel,06/27/1951,968,92119,20100301,1587,1587
Mandi Delao,01/01/1900,1548,92172,02/10/2012,2130,1937
Risa Gallaway,01/01/1900,1951,92174,20100805,2705,2164
Jodie Dildine,01/01/1900,1122,92177,20100201,1398,1398
,Roselyn Bolger,01/01/1900,1987,92182,20120401,1373,1373
Blanca Drost,01/01/1900,219,92186,20120901,1326,1326
Mariette Frink,01/01/1900,1587,92116,20110407,1933,1933
Evalyn Ipock,01/01/1900,744,92193,20120708,1455,1455
Cameron Carbonell,05/20/2000,276,92172,20100901,757,757
Fawn Pascal,01/01/1900,755,92187,02/01/2011,1545,1545
Chery Stinson,01/01/1900,387,92122,20100919,1687,1467
Kacey Quesenberry,01/01/1900,1178,92139,20110601,1760,1760
Dominique Graves,01/01/1900,592,92139,20101001,1294,1294
Carmelo Mckee,11/01/1987,313,92120,20100301,1097,1097
Samuel Behrens,01/01/1900,2042,92134,20120205,,1493
Lucilla Broderick,01/01/1900,1474,92159,20100601,1439,1439
Blair Lukach,19000101,215,92166,05/01/2010,751,751
Alline Jezierski,01/01/1900,60,92124,20120201,-235.8,1572
Jasper Vanleer,01/01/1900,1062,92119,07/01/2010,1591,1591
Teresia Edling,01/01/1900,2244,92131,20110601,1769,1769
Tora Scheffel,19791127,2307,92176,20110301,1185,1185
Dione Jiminez,01/01/1900,580,92135,20120603,,1761
Miranda Zickefoose,01/01/1900,1711,92140,20120101,1549,1549
Teresia Edling,01/01/1900,2244,92131,20100601,1769,1769
Krysten Scruggs,01/01/1900,1285,92111,20120601,1824,1824
Claire Edler,01/01/1900,404,92129,20110201,1168,1168
Ashton Girouard,19990219,156,92168,20110101,1135,1135
Florine Vu,01/01/1900,786,92112,20120801,1839,1839
Sook Jeske,01/01/1900,2163,92172,20120503,1256,1256
Willene Shears,01/01/1900,2429,92186,20120101,1662,1662
Rosa Helman,19620305,1970,92113,20100601,1363,1363
Gwyn Shank,01/01/1900,897,92116,20101101,853,853
Maribel Rosenburg,01/01/1900,1578,92122,20111001,1460,1460
Emmanuel Fleisher,01/01/1900,700,92102,20110201,1893,1893
Latarsha Gleaves,06/21/1989,1337,92120,20120301,1677,1677
Ciera Riss,01/01/1900,400,92150,20100501,1500,1500
Susie Weekly,19000101,2193,92103,20120501,1335,1335
Charleen Bost,01/01/1900,369,92116,20111008,615,615
Larae Balcom,01/01/1900,1321,92163,20120310,1380,1255
Tony Manske,01/01/1900,2303,92194,20100311,860,782
Roni Sasso,04/28/1995,1966,92168,05/05/2012,1537,1537
Magan Courts,01/01/1900,1527,92108,20111209,1423,1294
Forrest Sunderman,03/14/1981,791,92154,11/01/2010,1259,1259
Shalonda Kerns,01/01/1900,2067,92187,20120417,1873,1499
Roxanne Schrantz,01/28/1969,1999,92120,20100307,1525,1220
Nakia Vickery,19810904,1747,92154,05/01/2010,1439,1439
Yuonne Harpster,01/01/1900,2463,92198,20100601,1726,1726
Delila Sylvester,01/01/1900,540,92136,20111001,1896,1896
Frederica Keisler,02/26/1975,806,92165,20101101,1239,1239
Janie Pahl,01/01/1900,1043,92168,20110902,1375,1375
Ursula Celestine,07/05/1989,2350,92166,20120101,1667,1667
Shanda Kubik,01/01/1900,2068,92111,20120801,1104,1104
Ellan Lazaro,01/21/1980,662,92191,20111201,1932,1932
Despina Alegria,01/28/1979,571,92108,20110701,1677,1677
Malik Alexandre,11/02/1984,1541,92116,20120705,1508,1508
Jazmine Kittel,19000101,1073,92175,20101201,1260,1260
Janita Noss,03/17/1975,1046,92154,20110401,1343,1343
Rea Carmen,12/05/1972,1922,92158,20100901,1411,1411
Fleta Groseclose,01/01/1900,775,92153,20120603,1508,1508
Luetta Karas,01/01/1900,1479,92131,20100903,1323,1323
Miesha Trosclair,03/08/1973,1693,92149,20120223,1308,1047
Vincenzo Allsup,03/06/2001,2386,92196,08/10/2011,1150,1046
Booker Gadberry,01/01/1900,227,92149,20111001,1567,1567
Mellissa Ardon,01/01/1900,1661,92176,20110501,1330,1330
Xiomara Mcnabb,01/20/1968,2441,92177,20111202,1227,1227
Quinn Westfall,08/06/1960,1903,92194,20101101,-236.7,1578
Ruthie Geist,01/01/1900,2019,92182,20110901,1333,1333
Alden Fyfe,01/01/1900,37,92111,20111005,1520,1520
Randolph Gillies,01/22/1966,1913,92115,20120407,2335,2335
Rodrigo Sarkisian,03/20/1986,1958,92166,20100201,1244,1244
Xuan Henningsen,01/01/1900,2444,92103,20110801,683,683
Marquetta Houchins,07/23/1996,1614,92166,20110901,1446,1446
Jamila Decuir,01/01/1900,1025,92110,20120801,1334,1334
Deandra Tagle,06/25/1965,524,92193,20120201,1842,1842
Lizeth Mcpheeters,19000101,1434,92120,20110701,1579,1579
Tony Manske,01/01/1900,2303,92194,20100504,782,782
Roxana Godard,01/01/1900,1996,92112,20120201,2007,2007
Lauren Bittle,01/01/1900,1348,92122,20110101,1408,1408
Kecia Converse,04/19/1964,1226,92179,20110904,1713,1713
Alba Resnick,09/07/1983,31,92104,20120504,666,666
Deja Lion,01/01/1900,536,92109,20101101,2043,2043
Jennie Lofton,01/01/1900,1098,92130,20100801,1615,1615
Merna Lasalle,01/01/1900,1672,92107,01/10/2011,1841,1674
Adrien Schlagel,01/01/1900,16,92170,20120601,1369,1369
Elenora Paez,04/12/1970,648,92186,04/01/2010,1735,1735
Stanley Lair,10/17/1953,2171,92113,20101201,1023,1023
,Angelika Lamorte,19000101,96,92129,07/01/2011,1103,1103
Marlin Medina,01/01/1900,1607,92166,20110901,1636,1636
Lesa Bever,09/12/1957,1402,92170,20110107,1670,1670
Winford Weiler,01/01/1900,2438,92145,20120301,1654,1654
Darren Tucker,01/20/1974,511,92101,20120501,1756,1756
Rebekah Weatherly,01/01/1900,1928,92138,20100902,943,943
Imelda Steere,01/01/1900,970,92174,20120901,1339,1339
Lucila Fender,01/01/1900,1470,92190,20110101,1390,1390
Mabel Sawicki,01/01/1900,1504,92165,20120401,1624,1624
Warren Wengert,19770928,2411,92197,20120406,1697,1697
Lashandra Flannagan,06/26/1971,1330,92104,20100301,1519,1519
Ka Evensen,01/01/1900,1180,92190,20110601,1447,1447
Freida Poirer,03/17/1957,808,92170,20110401,1096,1096
Mildred Debo,11/13/1956,1701,92150,20100901,1815,1815
Mitzi Sheckler,01/01/1900,1722,92199,20101105,1703,1703
Dara Prevost,01/01/1900,501,92149,20111014,2035,1850
Nelida Drinkwater,01/01/1900,1772,92121,20110502,1708,1708
Wilson Ressler,05/18/1969,2437,92117,20111103,1606,1606
,Tracey More,01/01/1900,2315,92172,20120101,1286,1286
Tracey More,01/01/1900,2315,92172,20100701,1286,1286
Halina Carron,11/07/1975,900,92193,20101007,1134,1134
Brande Buttner,07/10/1983,238,92134,05/05/2010,1443,1443
Luetta Lineman,08/01/1974,1480,92120,20120212,1969,1790
Renita Delao,01/01/1900,1936,92155,20120801,1598,1598
Sherry Chaplin,19000101,2126,92137,20100201,1762,1762
Chau Well,01/01/1900,376,92111,20100301,1191,1191
Krystal Dombrosky,01/01/1900,1283,92130,20110501,1614,1614
Felicia Quesnel,07/12/1975,762,92162,20110801,1781,1781
,Luanna Buchwald,01/05/1977,1468,92191,20120502,1267,1267
Anamaria Hamernik,19601009,88,92102,20120508,1282,1282
Aida Osterman,01/24/1977,27,92136,20120607,1948,1948
Ian Mcmillon,01/01/1900,965,92131,20110701,1414,1414
Jaimie Tsang,01/01/1900,1016,92198,20111015,1169,1063
Shawnda Damron,19000101,2097,92102,20100201,1704,1704
Alayna Alger,19730623,30,92116,20100808,985,985
Rossana Janecek,01/01/1900,1994,92142,20100801,2053,2053
Lee Bickford,11/11/1972,1368,92158,20110407,1085,1085
,Linnea Brookshire,08/19/1993,1423,92127,20100301,1408,1408
Shawn Drane,02/12/1991,2099,92110,20100702,2026,2026
Marlon Guarnieri,01/01/1900,1609,92112,20110501,1267,1267
Zackary Narducci,01/01/1900,2466,92176,20100601,1509,1509
Seymour Zawacki,06/06/2002,2065,92195,20111111,1990,1592
Nubia Schebler,06/27/1969,1821,92104,20100701,1690,1690
Leota Suazo,12/06/1954,1401,92184,20110604,1506,1506
Denyse Kung,19000101,564,92112,20100301,1485,1485
Fletcher Omara,09/25/1977,779,92123,20110101,1460,1460
Dannielle Sherwood,01/01/1900,491,92196,20101213,1105,1005
Ellan Lazaro,01/21/1980,662,92191,20100701,1932,1932
Kaycee Wilkin,19000101,1220,92136,20100301,1133,1133
Antwan Delia,01/01/1900,124,92135,20110301,1154,1154
Dawn Nicely,01/01/1900,520,92169,20110901,1835,1835
Jayme Hidalgo,10/11/1991,1064,92128,20120504,1871,1871
Marielle Pinnix,10/16/1988,1584,92199,20110801,1356,1356
Wilmer Carlin,01/01/1900,2435,92114,20101201,1627,1627
Emma Dunkel,01/01/1900,698,92128,20111001,1502,1502
Miriam Laroque,07/28/1983,1715,92159,20120202,1502,1502
Burl Nevius,01/01/1900,267,92102,20110701,1852,1852
Tracey Selke,04/05/1998,2316,92175,20111001,1555,1555
Bruce Johns,01/24/1988,250,92133,20110107,1436,1436
Myrna Larmon,02/09/1992,1741,92197,20111201,1669,1669
Lynda Santucci,01/01/1900,1494,92194,20110501,1591,1591
Maisha Furniss,19000101,1536,92130,06/01/2012,1688,1688
Larae Netherland,01/01/1900,1322,92152,20100616,1902,1522
Danae Rosenbeck,10/15/1963,479,92160,20111202,-224.55,1497
Luanne Eppler,01/01/1900,1469,92170,20100801,1991,1991
Estefana Willmore,07/17/1977,720,92133,20110604,1673,1673
Lesa Bever,09/12/1957,1402,92170,20110606,1670,1670
Tameika Hamernik,12/25/1988,2204,92102,02/01/2012,1681,1681
Rutha Harshaw,19650312,2016,92191,20101112,1511,1374
Armando Bilger,01/01/1900,149,92121,20110516,1777,1616
Sanora Bondy,05/25/2014,2047,92126,20111201,1374,1374
Delmar Tousant,01/01/1900,542,92191,20100701,1628,1628
,Claire Edler,01/01/1900,404,92129,20120301,1168,1168
Janette Flowers,01/01/1900,1038,92162,20110608,1641,1641
Raphael Hauck,01/01/1900,1915,92116,20120203,1927,1927
Cortez Cangelosi,01/01/1900,453,92133,20120701,1135,1135
Clay Almeida,01/01/1900,418,92123,20110901,1659,1659
Leola Derrickson,01/01/1900,1389,92171,20110601,1421,1421
,Merry Quisenberry,02/27/1999,1678,92163,20100701,1485,1485
Caitlyn Kulesza,11/26/1987,270,92165,20110101,1448,1448
Ahmad Eakin,01/01/1900,23,92186,20100501,1411,1411
Aurelia Delay,03/16/1957,164,92112,20120501,1244,1244
Natalie Fenton,01/01/1900,1759,92116,20120101,1940,1940
Evalyn Trabert,01/01/1900,745,92138,20120901,1695,1695
Dana Mckamey,01/01/1900,480,92167,20100801,1656,1656
Nam Armendariz,01/01/1900,1749,92196,20100303,1435,1435
Abe Prophet,02/08/2014,4,92161,20110601,1143,1143
Korey Whetsel,08/23/1965,1275,92187,20101202,1577,1577
Natalie Beers,01/01/1900,1758,92162,20110301,2077,2077
Jessenia Farris,01/01/1900,1109,92154,20100305,1322,1322
Vada Pesina,07/26/1982,2351,92194,10/04/2010,1636,1636
Jasmine Caines,01/01/1900,1058,92170,20100301,1451,1451
Aurora Mccarley,09/02/1970,168,92154,20100201,1531,1531
Lovella Boroughs,07/11/1978,1462,92186,20110201,1452,1452
Trudie Hilchey,01/01/1900,2331,92186,20100401,972,972
Franklin Cron,01/01/1900,798,92155,20120601,1816,1816
Dannie Hallam,01/01/1900,490,92167,20110509,2170,1736
Breanna Hodgkins,19660420,241,92129,20120601,1213,1213
Ellamae Wimmer,01/01/1900,661,92153,20110801,1408,1408
Chong Nalls,10/01/1978,391,92176,05/01/2010,1454,1454
Meagan Stuck,05/20/1991,1650,92101,20120413,2063,1876
Felicia Mcanulty,01/01/1900,761,92177,20110601,1664,1664
Damien Rathbun,01/01/1900,474,92103,20110301,1580,1580
Daria Vangieson,03/24/1982,507,92120,20100201,1626,1626
Sarah Hewes,04/06/1949,2053,92165,20110801,1323,1323
Marco Pelkey,07/02/1957,1556,92191,20120501,1524,1524
Aaron Huston,01/01/1900,1,92194,05/01/2011,1720,1720
Annemarie Vankleeck,05/02/1988,114,92169,20100301,1677,1677
Inger Radice,07/13/1981,975,92197,20100601,1671,1671
Jayme Koonce,04/19/1957,1066,92124,20120427,2116,1840
Lane Scroggs,01/01/1900,1316,92160,20120301,1364,1364
Lita Michalik,01/01/1900,1432,92139,20111201,1655,1655
An Jain,01/01/1900,106,92145,20100801,1587,1587
Celesta Deng,03/16/1959,350,92113,20110908,1385,1385
Larae Netherland,01/01/1900,1322,92152,20110821,1902,1522
Kerstin Hypolite,01/01/1900,1245,92110,20101201,1082,1082
Tawanna Porath,01/01/1900,2229,92113,20100901,1646,1646
Nubia Schebler,06/27/1969,1821,92104,20120601,1690,1690
Marylynn Lesperance,09/07/1980,1636,92140,20100701,1915,1915
Shanel Sproles,01/17/1976,2074,92139,20120501,1757,1757
Ramonita Mathewson,01/01/1900,1911,92139,20100409,1817,1652
Violeta Parkin,01/01/1900,2389,92140,20100209,1394,1268
Salvatore Keim,01/17/1968,2036,92119,20110701,1202,1202
Argelia Hieb,01/01/1900,133,92190,20100802,1561,1561
Gianna Propp,01/01/1900,845,92130,20110801,1227,1227
Onie Tuck,01/01/1900,1844,92110,20100901,1828,1828
Ahmad Eakin,01/01/1900,23,92186,20110201,1411,1411
Shayne Urick,01/01/1900,2106,92196,20100401,1417,1417
Loreta Goza,01/01/1900,1450,92142,20110607,1330,1330
Alaina Stutzman,09/14/1987,29,92191,20110101,1232,1232
Kittie Benoit,10/21/1966,1268,92124,20101101,1601,1601
Otto Dizon,05/07/1984,1850,92104,20100901,1143,1143
Elwanda Saver,06/07/2007,680,92122,20120901,1628,1628
Nickie Weatherly,19781207,1788,92193,20120801,921,921
Minta Zeledon,01/01/1900,1708,92191,20101201,1609,1609
